名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/05/21(日) 20:02:38.56 ID:ao3u7ckt0<> ですですわ～ <>サロメオリ曲お披露目 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:30.16 ID:4z8VLn460<> お前ら毎日配信しろっていうけど <br> そのせいで喉壊す悪循環が発生してんだけど <br> どう説明すんのこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:35.53 ID:gccq/Y9h0<> <a href="../test/read.cgi/livemegami/1684666958/81" rel="noopener noreferrer" target="_blank">&gt;&gt;81</a> <br> あくシオもそうだけど <br> やっぱり一人暮らし始めると… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:06:37.20 ID:vRKC7nNQ0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> キャラ芸人が長続きしないのは世の常 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:06:38.43 ID:Tg8xCB8w0<> こんなゴミゲーよりペクスの方がおもろい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:42.60 ID:STyhSPPy0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> おもしろくないから、これにつきる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:45.81 ID:IZXSPeaW0<> <a href="../test/read.cgi/livemegami/1684666958/106" rel="noopener noreferrer" target="_blank">&gt;&gt;106</a> <br> 一応スレタイには合ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:46.37 ID:wkRC0UGF0<> <a href="../test/read.cgi/livemegami/1684666958/112" rel="noopener noreferrer" target="_blank">&gt;&gt;112</a> <br> 持ちネタを永遠に擦り続けていいのはみこちで証明済みだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:47.42 ID:6BdjWZbj0<> ホロメンの休日 <br> 配信休んでリフレッシュ <br> ホロメンと出かけたりする <br>  <br> ぺっさんの休日　 <br> 収録やミーティング休みでリフレッシュ <br> 独りで飯食ったりぼーっとしてる <br> 配信はする <br>  <br> ぺっさん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:50.36 ID:R+d70+Uz0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> 関係性擦りにくいから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:51.16 ID:3buiTc+p0<> マリンの声って通りやすいし滑舌良いし耳に残りやすいんだな <br>  <br> 逆にサロメは声が細いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:53.52 ID:lQrctBc80<> ぺっさん勇者です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:06:54.06 ID:PBANYVhz0<> 化け物ってまだ箱愛あるの？　あるのなら再生数は回るわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:54.28 ID:mB+TjubO0<> <a href="../test/read.cgi/livemegami/1684666958/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a> <br> こいつがカバーの株売ってどんな影響あるん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:55.77 ID:Db/YNYfi0<> みおしゃみたいに芯のある歌声がやっぱええよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:06:59.20 ID:IZXSPeaW0<> <a href="../test/read.cgi/livemegami/1684666958/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a> <br> それはそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:07:00.07 ID:qKWDHt4e0<> おおぞらぁ～ <br> シコしゅばぁ～～～う！&#9829;&#9829;&#9829;&#9829; <br> シコまぁ～るよ～シコまぁ～るよ～&#129392; <br> あじシコ！あじシコ！あじシコ！あじシコ！&#127812;&#128166;&#128166;&#128166;&#128166;&#128166; <br>  <br> https://i.imgur.com/7sRqi9a.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:05.82 ID:ciVtahjj0<> <a href="../test/read.cgi/livemegami/1684666958/128" rel="noopener noreferrer" target="_blank">&gt;&gt;128</a> <br> お前もっと慌てろよ <br> 俺みたいに後悔すんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:05.80 ID:Uk1EzXz80<> <a href="../test/read.cgi/livemegami/1684666958/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a> <br> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:07:07.13 ID:yUnhTPMU0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> 飽きられたというより元から <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:10.36 ID:FV7FxLiu0<> もうゆうなまできないんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:15.66 ID:nsRB2Az20<> <a href="../test/read.cgi/livemegami/1684666958/142" rel="noopener noreferrer" target="_blank">&gt;&gt;142</a> <br> ぺこちゃんてやっぱオレだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:20.58 ID:+2ivLrsb0<> 女神からはあと二つ出るよ&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:24.02 ID:I2ZziBbl0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> ダンディ坂野みたいなもんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:25.18 <> サロメの声はこよりタイプだと思ってるわ <br> まじで耳が痛くなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:27.39 ID:X2sihIqn0<> 絵を描く人がさ <br> ソシャゲの絵を描かされて <br> ゲームで使ってやるってことは <br> おまえのことをただで宣伝してやってるんだから <br> ありがたく思うべきでギャラは無くてもいいよな？ <br> って言ってる感じだよね <br>  <br> 事件を風化させないようにしてるんだから <br> ありがたがれって言ってるのは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:28.41 ID:8r/naZ/A0<> 俺がラッシュ入れてれば…くっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:07:32.98 ID:vic4PWc/0<> <a href="../test/read.cgi/livemegami/1684666958/119" rel="noopener noreferrer" target="_blank">&gt;&gt;119</a> <br> 全部似た様な感じで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:07:34.45 ID:PBANYVhz0<> <a href="../test/read.cgi/livemegami/1684666958/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a>　これ結構真実なんだよね、、、お前らはあまりセンスのある方じゃないんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:35.63 ID:Cu2TTE7F0<> https://pbs.twimg.com/media/FwpPLr7aMAI5HRn.jpg <br> https://pbs.twimg.com/media/FwpPLr3aUAInMtI.jpg <br>  <br> ぺこーら負けず嫌いやなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:07:39.20 ID:QyjDVSUr0<> サロメ曲うーんって感じ <br> 単純にキャッチーさが足りない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:43.07 ID:Z8Tqnmnt0<> 立川から日帰りで行ける範囲で運動不足のニートでも行けそうなハイキングスポットあったら教えてくれ <br> 明日行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:45.92 ID:+JRPK3+N0<> ホロメン「これ歌って～次はこれ歌って～」 <br> ホロアン「知らない曲ばっか&#128560;」 <br> ぼっさんミオしゃ「これ歌って～次はこれ歌って～」 <br> ホロアン「知ってる曲ばっかだ&#128525;&#128525;&#128525;」 <br>  <br> これってさ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:54.20 ID:b6fxUuoP0<> <a href="../test/read.cgi/livemegami/1684666958/106" rel="noopener noreferrer" target="_blank">&gt;&gt;106</a> <br> 前スレからやってんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:07:59.27 ID:9fCzQ0DC0<> 110のタラちゃんボイスからは誰も予想出来なかった驚愕のデカパイ吸いたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:02.68 ID:Nu99BbFG0<> ahoyがでたときってオリ曲もまだ珍しいほうだったし <br> ホロっぽくて良いって評価だった記憶だけどまあいいか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:09.80 ID:LSObi6zG0<> <a href="../test/read.cgi/livemegami/1684666958/165" rel="noopener noreferrer" target="_blank">&gt;&gt;165</a> <br> 高尾山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:11.45 ID:X2sihIqn0<> <a href="../test/read.cgi/livemegami/1684666958/135" rel="noopener noreferrer" target="_blank">&gt;&gt;135</a> <br> 新人入れても <br> 新人がのど壊して <br> 休める環境ができない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:11.45 ID:EVg8D29E0<> くそあついな <br> まだ5月だけどエアコン解禁していいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:08:13.09 ID:39JNue2+0<> <a href="../test/read.cgi/livemegami/1684666958/123" rel="noopener noreferrer" target="_blank">&gt;&gt;123</a> <br> 「いつもは配信者、だけどたまに見せるアイドルが良い」ホロライブが好きだったなぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:08:15.99 ID:MTGlV1Vz0<> ミオしゃの灰色と青は本当に良い <br> なぜ歌ってみたをミオしゃにやらせなかったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:19.92 ID:mwxj2aKM0<> みこち　強風オールバック397万 <br> 400万今日行くか微妙な情勢です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:21.82 <> まあでもサロメに必要だったのは関係性だな <br> ホロだって互いに高めあっての今があるわけだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:21.96 ID:Uk1EzXz80<> <a href="../test/read.cgi/livemegami/1684666958/106" rel="noopener noreferrer" target="_blank">&gt;&gt;106</a> <br> これにじ婆？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:24.38 ID:vR9h5R8H0<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 普通にやってても捲れるくらいの差だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:24.32 ID:BYO6KBzW0<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 負けず嫌いじゃなければ今の地位には居ないやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:08:36.93 ID:vic4PWc/0<> <a href="../test/read.cgi/livemegami/1684666958/142" rel="noopener noreferrer" target="_blank">&gt;&gt;142</a> <br> お前アンチか？ <br> どんぐり拾いに行ったりしてるんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:37.60 ID:Uk1EzXz80<> <a href="../test/read.cgi/livemegami/1684666958/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> まだ扇風機でいける <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:40.42 ID:39YX/Yw90<> サロメ声細すぎたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:40.60 ID:AgYq3EX40<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> なるほどだから2枠で数字取りに来たのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:42.51 ID:3buiTc+p0<> 合いの手部分以外弱いなサロメのオリソン <br>  <br> 記憶にないわ、とくにサビ部分 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:08:47.55 ID:ZNivlVcn0<> <a href="../test/read.cgi/livemegami/1684666958/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a> <br> 山アンきちーW <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:08:48.02 ID:QyjDVSUr0<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> こよりえげつない量配信してんなって思ったら涼しい顔でカエラがついてきてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:08:58.67 ID:/MRBIoev0<> <a href="../test/read.cgi/livemegami/1684666958/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> 底辺声優が持ち上げるのをやめたから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:00.47 ID:ciVtahjj0<> <a href="../test/read.cgi/livemegami/1684666958/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 良いぞ <br> まだ値上げ前 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:03.85 ID:1yqSAOfW0<> &#128048;「最近配信しようとすると急に眠くなるぺこ」 <br>  <br>  <br>  <br>  <br>  <br>  <br> ぺっさん鬱っぽくて草&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:05.49 ID:0B7GCR0X0<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 普通に耐久やるだけで勝てるのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:05.88 ID:Nu99BbFG0<> メニマニが合いすぎたんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:09:06.80 ID:vRKC7nNQ0<> <a href="../test/read.cgi/livemegami/1684666958/166" rel="noopener noreferrer" target="_blank">&gt;&gt;166</a> <br> ぼっさん歌枠なんて激レアだけどむしろドマイナーな曲ばっか選ぶ印象 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:06.63 ID:4WlsDobe0<> パトーラ、YouTubeがダメになったならこの機会にTwitchに来ないか <br> TwitchならYouTubeより規制がゆるいから耳舐めもできるぞ <br> なんならVShojoに入れば色々な条件すっ飛ばしていきなり収益化もできるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:15.42 ID:Db/YNYfi0<> みおしゃええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:19.38 ID:6pOBi9a/0<> <a href="../test/read.cgi/livemegami/1684666958/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 暑いなら回しとけ <br> 熱中症は月関係なく来るぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:20.09 ID:nsRB2Az20<> <a href="../test/read.cgi/livemegami/1684666958/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> すげえな <br> オレもう3月から全力解放してるわ <br> 気分がのったら16℃強とかしてる <br> 今も18℃だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:09:23.69 ID:SxNtNEaH0<> ツクール系か&#129401; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:09:26.77 ID:Y5anIWHw0<> <a href="../test/read.cgi/livemegami/1684666958/135" rel="noopener noreferrer" target="_blank">&gt;&gt;135</a> <br> 毎日2回行動が普通だった頃は喉壊すなんてめったになかったぞ <br> 収録が多くなってライブ練習などで歌うことも多くなってから壊れ始めたんだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:09:28.55 ID:5+Mc3cb80<> <a href="../test/read.cgi/livemegami/1684666958/169" rel="noopener noreferrer" target="_blank">&gt;&gt;169</a> <br> レールガン！？で溢れてた記憶がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:30.02 ID:dAFa7MU/0<> サロメも依頼するとこ間違ったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:09:32.19 ID:XIB/ALHU0<> サロメの24時間後の再生数予想頼む <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:09:32.35 ID:R+d70+Uz0<> <a href="../test/read.cgi/livemegami/1684666958/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> いうてまだ湿気ないから余裕じゃね <>
