名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/30(日) 16:10:48.76 ID:KzsLfdXu0<> 夏だが <>(・o・&#10052;) 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:28.97 ID:vfy9qJpR0<> これが本物の天才 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:29.25 ID:M9S1G4T+0<> 音程しっかりしてるのさすがんなたんだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:29.63 ID:/gCnvrrA0<> FGO14万どりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:30.30 ID:KFj6bKPJ0<> 最後にしとけばいいのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:31.62 ID:E38krMoY0<> ルーナ圧倒的質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:32.75 ID:SfpRKyGu0<> んなたん、最質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:32.98 ID:MsRywd+v0<> 歌ったのら(・o・&#127852;) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:33.07 ID:jLNYg/tB0<> 声優コーナーきつい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:33.53 ID:cPrCPwKK0<> んなたんの命を削ったんな雪が五臓六腑に染み渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:34.50 ID:NruM0ciH0<> <a href="../test/read.cgi/livemegami/1690701048/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> アルおじもKOG見習った方がよくないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:34.58 ID:db6alc190<> 歌ったのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:34.92 ID:f7r4CiBL0<> <a href="../test/read.cgi/livemegami/1690701048/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> 和幸♪和幸♪ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:35.48 ID:UJ+0hs+/0<> <a href="../test/read.cgi/livemegami/1690701048/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> ルーナ王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:36.80 ID:lPFb7x4p0<> 14串どらあああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:36.99 ID:bNXvXn+o0<> んなたん頑張ったね&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:37.13 ID:Ukb8wsth0<> <a href="../test/read.cgi/livemegami/1690701048/88" rel="noopener noreferrer" target="_blank">&gt;&gt;88</a> <br> ぺこらのお陰で大放流ありがてえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:37.53 ID:EuGkMT2g0<> 振り落とされるなよこの質に <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:37.54 ID:T1Y03Tjy0<> 歌ったのらっていえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:37.59 ID:T5wiDqXr0<> モスキート音でちょっと下山してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:37.96 ID:0oEqvgZ30<> トルネコって斜め移動ないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:38.81 ID:zS0h5+xN0<> ナイトプールに舞い降りた天才 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:42.68 ID:8ScYyInB0<> ルーナ頑張ったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:44.17 ID:whhNwLYv0<> 息切れしてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:46.96 ID:K5eBFn380<> 雪民じゃないけどホロならラミィが1番好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:54.29 ID:CMfVB4kM0<> <a href="../test/read.cgi/livemegami/1690701048/161" rel="noopener noreferrer" target="_blank">&gt;&gt;161</a> <br> 当然あるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:56.34 ID:zS0h5+xN0<> 確かに夏曲0で草なんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:12:57.09 ID:oa+dOq070<> みこちゃんお返事して <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:12:59.08 ID:OZwUiRwo0<> https://i.imgur.com/ff08e9Z.jpg <br> https://i.imgur.com/WZCBimM.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:01.74 ID:OmqV+1xU0<> ただの歌枠 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:02.04 ID:agjKZo7L0<> <a href="../test/read.cgi/livemegami/1690701048/72" rel="noopener noreferrer" target="_blank">&gt;&gt;72</a> <br> マトモなスタンプがねえからこうなるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:03.17 ID:6irWDnJ40<> んなたん同接350000000です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:03.70 ID:DeYpacPz0<> ここ数年で一番のんな雪 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:04.65 ID:OIZl+qCe0<> でも初年度のんな雪に比べてたら声出てるんだよな <br> 確実に上達してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:05.75 ID:4lbLmX3L0<> EN3、閉塞したホロに突破口を開いてくれそうです <br> https://i.imgur.com/TUDonni.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:06.29 ID:8/BAp9lZ0<> しーずん(・o・&#127852;) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:07.91 ID:RoUeaCgg0<> あゆくっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:08.36 ID:Epvxh6IK0<> ルーナの質MC <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:09.63 ID:o/jBVr0f0<> そもそも最近んなたんじゃなくて「うなたん」って言ってるよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:10.18 ID:PaE0qhf10<> 夏らしさ全くなしのセトリ <br> いいぞルーナ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:12.18 ID:pS5Y72F30<> ラミィがちょっと不思議ダンジョンで死にまくってチュートリアル強制終了しなくてよかったなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:13.14 ID:OHGQnLgv0<> ルーナといったら質 <br> 質といったらルーナ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:14.20 ID:yEEwMVsB0<> んな雪で満足した100人下山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:16.31 ID:3d7OlFy80<> <a href="../test/read.cgi/livemegami/1690701048/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> ぶいすぽGTAと一緒に消えてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:16.31 ID:aUg5knGp0<> seasonって意外と夏っぽくないっけか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:16.93 ID:CMfVB4kM0<> SEASON！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:18.05 ID:YetyPG7d0<> どのシーズンだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:19.27 ID:SdaK54eK0<> かなた枠もう45万もスパチャある実質復帰枠か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:19.34 ID:LK89Ugxn0<> <a href="../test/read.cgi/livemegami/1690701048/2" rel="noopener noreferrer" target="_blank">&gt;&gt;2</a> <br> 最近ルーナイトとしての自覚があるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:23.74 ID:sPX6yFEX0<> ラミィもう満足したけどモンスターハウスの反応はみたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:24.93 ID:OiCGmMKI0<> <a href="../test/read.cgi/livemegami/1690701048/161" rel="noopener noreferrer" target="_blank">&gt;&gt;161</a> <br> あるよ <br> 十字キーだから押しにくいけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:25.48 ID:KFj6bKPJ0<> 懐メロたすかる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:26.64 ID:tn8mRyPc0<> この選曲からして年齢わかるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:26.86 ID:2Hf4UxDQ0<> セレちゃん頑張れ&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:30.03 ID:ZVJjB5Vt0<> <a href="../test/read.cgi/livemegami/1690701048/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> こじナイト会議が盛り上がってるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:30.88 ID:zS0h5+xN0<> シーズンズ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:32.73 ID:2RMxHmIp0<> 銀ルーナここまでお前は来れるのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:34.04 ID:db6alc190<> ルーナシーズン考えてません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:34.40 ID:WFHO/IZg0<> SEASONSでは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:34.67 ID:PGzEWuOi0<> あゆとか久しぶりに効くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:34.86 ID:K+kuBqrQ0<> んなたんの夏らしさゼロのセトリが沁み渡るのらね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:35.45 ID:mujX8+Ly0<> そういえば中岡の私物オークション終わったの？ <br> https://i.imgur.com/hVjdC7c.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:41.17 ID:VOhvfVFw0<> うおおおおおおおおお夏を感じる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:41.76 ID:E38krMoY0<> 滝川ありさのseasonじゃねえのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:41.60 ID:uErH8TOB0<> あゆ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:42.43 ID:6BKFiSzc0<> 聞いたことねえ曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:43.43 ID:3uxwZQ840<> <a href="../test/read.cgi/livemegami/1690701048/92" rel="noopener noreferrer" target="_blank">&gt;&gt;92</a> <br> みこに限定してるのはガイジだけど言ってることは間違ってない <br> 誰かが外交を始めたらそれに倣わないと置いていかれるのはガチ <br> 全体で鎖国するなら一生鎖国しておくべきだった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:45.00 ID:8/BAp9lZ0<> なつかしいわね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:45.51 ID:Lz+TzpYC0<> んな姫この後紅に染まりながらアスファルトタイヤを切り付けます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:48.34 ID:J7NhssSt0<> <a href="../test/read.cgi/livemegami/1690701048/199" rel="noopener noreferrer" target="_blank">&gt;&gt;199</a> <br> だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:53.21 ID:7feFtqaU0<> んなシーズン(・o・&#127852;) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:53.35 ID:jorNYE8/0<> SEASONSだよ <br> んなたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:54.26 ID:DeT64TGR0<> seasonsは夏曲でもあるからセーフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:54.32 ID:Epvxh6IK0<> ルーナずっと間違えてるの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:54.68 ID:rkZzQga50<> <a href="../test/read.cgi/livemegami/1690701048/9" rel="noopener noreferrer" target="_blank">&gt;&gt;9</a> <br> 私物を売る場合は古物商いらないんじゃなかったっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:55.48 ID:aVOpz/Kp0<> 単数系かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:13:56.68 ID:D8dzuW7G0<> ウルトラソウルとかいう夏ぴったりの曲があるのになぜ歌わん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:13:58.62 ID:lhNxMClh0<> SEASONSです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:01.48 ID:KFj6bKPJ0<> <a href="../test/read.cgi/livemegami/1690701048/206" rel="noopener noreferrer" target="_blank">&gt;&gt;206</a> <br> 10代か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:01.79 ID:VisoPZh60<> なっつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:02.20 ID:MOoeEeA/0<> んなたんの知ってる曲セトリまじ神 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:02.43 ID:oa+dOq070<> ぺこら3.4万＞空き巣みこち2万 <br> これが実力ぺこな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:02.93 ID:yEEwMVsB0<> シーズンってこれかw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:03.68 ID:3lsk5cRe0<> ストップザシーズンインザサーンってやつだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:05.15 ID:7IUCqXir0<> <a href="../test/read.cgi/livemegami/1690701048/54" rel="noopener noreferrer" target="_blank">&gt;&gt;54</a> <br> 真面目に歌うってなんだ？ <br> Vに何求めてんだよw歌手じゃねーんだからさ <br> たかがVで歌手気取りの奴のが気持ち悪りぃわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:05.96 ID:YetyPG7d0<> Sが足りねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:06.16 ID:7kmqWeop0<> <a href="../test/read.cgi/livemegami/1690701048/175" rel="noopener noreferrer" target="_blank">&gt;&gt;175</a> <br> まだ初回しか見てないのに大好きとかガイすぎん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:07.34 ID:pSfJ6C4K0<> ルーナこれseasonsや&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:10.43 ID:OmqV+1xU0<> しっとりしています <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:11.63 ID:2IV3+z6m0<> スバルメメントスだけで2時間使ってるんだがなにこれ <br> ミッション4つしか無かったのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:12.19 ID:AedBHizD0<> スバルのペルソナ虚無過ぎてラミィのトルネコが逆に面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:13.02 ID:65h9hKNE0<> <a href="../test/read.cgi/livemegami/1690701048/940" rel="noopener noreferrer" target="_blank">&gt;&gt;940</a> <br> 知能 <br> 弱者男性＞＞＞＞＞ラミィ≧ガイジ <br>  <br> こうだからなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:14.35 ID:BC5/IZCF0<> よかったこれのことだったか <br> 謎曲じゃなかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:14.73 ID:pCqfh3L30<> <a href="../test/read.cgi/livemegami/1690701048/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> 死にまくってもはぐれメタル武具持たされるだけだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:15.59 ID:Zwn5q03V0<> ラミィ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:16.68 ID:f7r4CiBL0<> <a href="../test/read.cgi/livemegami/1690701048/165" rel="noopener noreferrer" target="_blank">&gt;&gt;165</a> <br> 実際ラミィはゲーム実況だと他のホロメンと比べてあたま2つぐらい抜けてる <br> それ以外がゴミムーブ過ぎて推す気にならないけど <>
