名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/02(水) 20:22:38.28 ID:0aVFUYW00<> カバーしろ <>ホロメンのメンタルはボロボロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:42.15 ID:QsDhL2580<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> 数字が有無 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:42.40 ID:/DJlul690<> ロボ子堪らずチャット欄で反応 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:42.55 ID:VVsSIutw0<> ？？「大丈夫ですよ、僕がカバーしますんで」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:42.68 ID:1In6eOKG0<> みけさんはこんな楽しそうなのに&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:42.88 ID:RxGkPAzH0<> スカスカ！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:42.90 ID:Cszs8eTa0<> まだ足りないって思ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:42.98 ID:4F/kvtXI0<> これさかまた来てもやっぱり泣くの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:43.34 ID:/FkbBcJt0<> 実はスカスカ？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:43.56 ID:CaaVFBpp0<> 相手が泣いていても張り手を止めない <br> 最高だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:43.69 ID:OTkVoDOi0<> 見てなかったんだけどなんでそんな泣いてるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:44.05 ID:ilpONSR90<> カバーって一体何をカバーしてんだよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:44.66 ID:EpWhgiqe0<> 運営が挑戦を強要してるしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:44.66 ID:GOa3QTA00<> 激推しどーすんだよこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:45.53 ID:yswjhceK0<> 泣かないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:45.50 ID:a/Gyca3V0<> 掘りメンどうすんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:45.86 ID:hYVoqbEy0<> なんだこの占い師怖すぎる <br> ホロライブのスピリチュアル担当か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:46.00 ID:LlWIFJFV0<> 確かにこれはアーカイブ怪しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:46.61 ID:AgDeBXNs0<> アーニャさんPSYCHO-PASS進めてます。１０年前のアニメです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:46.82 ID:iNcHJ3EK0<> にぃなを幸せにしたい&#129394; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:47.27 ID:nYOHLhpd0<> 全員精神やべえじゃねえか <br> ミオしゃですら困ってんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:47.16 ID:T5RSDvJC0<> バロ純粋に楽しんでたやつに無理やり大会やらせるからだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:47.50 ID:L9E//6ga0<> カバーどうすんのこれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:48.25 ID:HswHl8kp0<> スカスカ言わないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:48.44 ID:BLnJJr+b0<> ホリゾンタル <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> 最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:48.68 ID:MwIAj/FZ0<> ロボロボ可愛いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:48.72 ID:5pB8fBSe0<> ロボ子抱えすぎて限界越えちゃったじゃん <br> これで何の楽しさを伝えられるんだよホリゾンタル <br> 運営はちゃんとケアしろや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:48.77 ID:3551ieb80<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> っぱぺっさんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:48.98 ID:hJaKKsx10<> 上場してからホロメンに数字圧だしてんだろうな <br> なおホロアース <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:49.38 ID:tMrfUiVP0<> FGOであんなにぼこぼこにされたぺこらはすごい元気なのに… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:49.66 ID:u2YCMyxI0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> やめろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:49.35 ID:xLipnWSw0<> まぁメンタル壊したのホリメンホリメン言ってる俺らなんだけどな <br> 本当にすみませんでしたロボ子さんメンシ入ります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:49.54 ID:DOpZeb5A0<> なんで同じカード出るんだよ <br> タロット怖すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:49.90 ID:v9lG8s4f0<> カバー終わりすぎだろ&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:50.19 ID:Itway70l0<> 21時前にぺこらくるやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:51.13 ID:MgmYPoTv0<> &#128058;「あんた実はスカスカW」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:51.26 ID:s5Qq3QMl0<> ろぼっこりゃああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:51.15 ID:QE7cEJYd0<> ホリライブもうやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:51.63 ID:yi5UcTo/0<> まつりとメルメルのお守りやってたもんなロボ子 <br> 一方、ラプラスとねねちは楽しそうにさっき裏ヴァロやってたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:51.80 ID:v+zFQYuh0<> ヴァロとかいうクソゲーで箱崩壊してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:51.89 ID:0aifWT3M0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> ┗┻━(　・`ω・´)┻┛ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:51.98 ID:4P/hrdvt0<> これ逆にミオしゃのメンタルがすげえわwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:52.68 ID:ErklxdxS0<> ホロメン縛られすぎ問題 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:54.12 ID:ngkMjADk0<> 自分を縛る <br> ヴァロで縛っとるwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:54.34 ID:dRX1yfUc0<> ヴァロラント「え？俺が悪いの？」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:54.94 ID:nMlinNXQ0<> このアーカイブ残りますか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:54.87 ID:+1JnZETL0<> 泣いてるとこ見せられてどうすりゃいいんだよ <br> バリウム見るわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:55.58 ID:L3xmccUY0<> この配信、運営に見せた方がいいだろ <br> これが今のホロメンやぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:56.13 ID:NogpTcIx0<> いやならにぃなとセレちゃんをホロに入れろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:56.24 ID:rHzcK74b0<> ロボ子さんはまつりとシオンの間に挟まれてそうだもんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:56.17 ID:Hj5fZpxT0<> ろぼーこが泣いてるのってBチームで暴言吐いてたどっかの誰かさんのせいだよね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:56.54 ID:rw621gM60<> ギャハハハハハハハハハハハハハハハハハハハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:57.17 ID:9zY7YLFE0<> これが「楽しみ方」ですか？ <br> 安心して応援できますか？ <br> https://imgur.com/b951eQD.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:57.15 ID:i1OlQPVQ0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> あ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:58.65 ID:7yq4E24P0<> 関係ないけど今日のカエラさんの9時間マイクラ配信 <br> 1時間ごとにスクショ撮ったから置いとくね <br> https://i.imgur.com/az67T8a.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:23:59.20 ID:4wfD6ya+0<> <a href="../test/read.cgi/livemegami/1690975358/85" rel="noopener noreferrer" target="_blank">&gt;&gt;85</a> <br> 人はやれることをするしかないのだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:23:59.31 ID:u6TTZt1Z0<> <a href="../test/read.cgi/livemegami/1690975358/85" rel="noopener noreferrer" target="_blank">&gt;&gt;85</a> <br> やらないと大事故になるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:02.46 ID:H04yZR/l0<> コメ欄出没は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:02.95 ID:oARhybGj0<> ホリライブもチャレンジの犠牲者 <br> リスナーもホリメンにお気持ちじゃなくて <br> 運営に向かって言おうね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:02.76 ID:fJDkuEXW0<> <a href="../test/read.cgi/livemegami/1690975358/135" rel="noopener noreferrer" target="_blank">&gt;&gt;135</a> <br> これほんとやめろ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:03.66 ID:RxGkPAzH0<> スカスカは張り手すぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:03.89 ID:EvlVLJ5K0<> ミオ「大したことじゃねえからヘラるな」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:04.44 ID:0T7bzMzF0<> おめえなんでコメント欄にいんだよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:05.00 ID:/FkbBcJt0<> 活動はスカスカじゃない！&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:05.79 ID:+/hYD3tV0<> この箱もうだめだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:05.79 ID:8iYuc74i0<> マジで伝説の配信を見てるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:06.55 ID:bSpF6FJm0<> コメ欄にいるwwwwwおまえなんなんだよwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:05.80 ID:rjzf6wTJ0<> もうヴァロやめたら？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:07.42 ID:i190DdP80<> こより見て口直ししよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:08.45 ID:k4qst4wX0<> （泣いてるからキツいこと言わんとこ・・・） <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:09.55 ID:Vy67RoKx0<> こより助けてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:09.51 ID:Evq7MRPS0<> <a href="../test/read.cgi/livemegami/1690975358/57" rel="noopener noreferrer" target="_blank">&gt;&gt;57</a> <br> これマジで効果ありそう <br> 『まぁ生きていけるしいっか』ってなるだけで安定するだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:10.07 ID:8kI5z/QX0<> <a href="../test/read.cgi/livemegami/1690975358/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> ヴァロ大会出る人　いつものFPSメン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:10.15 ID:zD3hoe/V0<> すまん、配信って視聴者を楽しい気持ちにさせるものじゃないんか？ <br> なんなんこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:10.66 ID:kSOHDVnI0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:11.88 ID:u2YCMyxI0<> <a href="../test/read.cgi/livemegami/1690975358/121" rel="noopener noreferrer" target="_blank">&gt;&gt;121</a> <br> めっちゃ出てんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:11.90 ID:zRNnh2cb0<> 神回だろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:12.12 ID:vQsC/+bA0<> イヅル「初期は色々あったけど今はもう楽しく活動できればいいかなって」 <br>  <br> アステル「もうマイペースに楽しめたらそれでいいよね」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:12.25 ID:+ieFO3lC0<> そんなに辛いなら逃げていいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:12.92 ID:Cszs8eTa0<> <a href="../test/read.cgi/livemegami/1690975358/168" rel="noopener noreferrer" target="_blank">&gt;&gt;168</a> <br> 空気読んで泣きます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:12.98 ID:53V9Bc+J0<> マリン楽しそうです… <br>  <br> 宝鐘マリン&#127988;&#8205;&#9760;＠マリ箱きいてね@ホロライブ3期生 @houshoumarine (2023/08/02 20:23:52) <br> ああ～～～～～～よってきたｗｗｗｗｗ <br> http://twitter.com/houshoumarine/status/1686699332903505920 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:12.89 ID:zQCYTqFW0<> ホロアンを許すな&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:13.56 ID:WL6l9Lm50<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> ニコ生出身はガチ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:13.99 ID:jSEgnE690<> ロボ～こ&#128525; <br> https://i.imgur.com/do5RC4L.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:14.21 ID:i8x8vP3v0<> みんなメンタルボロボロじゃんどうすんの運営&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:14.59 ID:1HNGRadf0<> なあ、これってホロアンのせいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:14.59 ID:mgPs0fuQ0<> カウンセリングとかは相手の気持ちになって話を聞かないことな <br> これやっちゃうとヘラるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:16.07 ID:TAfqelC10<> <a href="../test/read.cgi/livemegami/1690975358/60" rel="noopener noreferrer" target="_blank">&gt;&gt;60</a> <br> ガイドライン助けて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:16.84 ID:ngkMjADk0<> おーーーーい <br> マネとプロデューサー出てこいよwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:16.56 ID:OgTc4QRM0<> わためとミオでメンタルクリニック開こうぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:17.11 ID:iOSVRJmn0<> 誰の配信で練習してんの？ツイッチ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:17.56 ID:yu0LiHPd0<> --live-from--startオプションありがとおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:17.76 ID:TIdA9wdZ0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> さすがぺこらよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:17.88 ID:qJXWww6O0<> ミオシャもうやめろォ! <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:18.80 ID:HHqn3fmY0<> アーニャさんわためより断然アニメみてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:19.42 ID:B+Bs9b/D0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> 寝たらメンタルリセットされる強スキルもちだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:19.47 ID:70xiRpy40<> 次はまつりきてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:19.22 ID:vyPKpT5b0<> こんなにギスギスするなんて <br> FPSはやってはいけないゲームなのでは？ <br> あつ森しようぜ！ <>
