名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/18(金) 23:40:31.05 ID:qqFV2MvU0<> &#128003; <>牛 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:42:58.75 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/92" rel="noopener noreferrer" target="_blank">&gt;&gt;92</a> <br> 不可抗力来たら教えて <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:00.84 ID:Hux9ZOM70<> しら・・・聞いたことあって草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:03.88 ID:5c+spiNl0<> セレちゃんうまいけど知らん曲ばかりだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:03.91 ID:dHKqIFlm0<> 知らない曲三連続どりゃあ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:03.88 ID:CZedDkFR0<> みこちの突っ込み良いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:04.87 ID:4qoXWt/+0<> めっちゃいい曲だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:04.93 ID:aikppi1s0<> ヨルシカはわかるやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:06.93 ID:I+/q3cut0<> 半分くらい知ってる曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:07.10 ID:zPQF/d4O0<> ワミィ(本物)&#9731; @YukihanaWamy (2023/08/18 23:42:55) <br> ネットスーパーで救われた命、どれだけあるんだろう(感謝&#128591;&#129394;) <br> http://twitter.com/YukihanaWamy/status/1692547629216100528 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:08.34 ID:gyKN2g5J0<> <a href="../test/read.cgi/livemegami/1692369631/53" rel="noopener noreferrer" target="_blank">&gt;&gt;53</a> <br> やってるぞ <br> アーカイブ復活可能か問い合わせたらNGだったらしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:09.91 ID:nnclNj5C0<> セレちゃまヨルシカ世代やなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:10.50 ID:cOb5b9/u0<> バリメンが吉田一郎不可触世界歌ってるってマジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:10.63 ID:ET2nnEGh0<> 流石に酷い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:11.94 ID:pK503mKo0<> <a href="../test/read.cgi/livemegami/1692369631/138" rel="noopener noreferrer" target="_blank">&gt;&gt;138</a> <br> 栞だったら誰か歌ってた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:11.94 ID:IGbyn2kd0<> <a href="../test/read.cgi/livemegami/1692369631/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> やっぱすいすいのピクミンだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:12.31 ID:mm2QqeKW0<> 明日21時にみこがキャリバーぶつけてくっそ荒れそうで怖いんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:12.52 ID:E/WCOSMU0<> 夏亡で締めてくれんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:12.84 ID:H8peWNHY0<> セレナとの戦いに勝ってホロライブ入りしたエリートたちがホロックス <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:14.58 ID:+lqG1tHK0<> セレちゃんの知らない曲が五臓六腑に染み渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:14.72 ID:o/wi35fu0<> <a href="../test/read.cgi/livemegami/1692369631/122" rel="noopener noreferrer" target="_blank">&gt;&gt;122</a> <br> にゃにゃせも正統派でうまいしな <br> なんでホロにはこういう歌ウマこねえの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:14.75 ID:9ZT6dZAp0<> <a href="../test/read.cgi/livemegami/1692369631/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> 今ん所はそう <br> 1000こえたのもにゃにゃせからだから・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:14.98 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> じゃっさんだね <br>  <br> ナハーハとかすいすいとか好きそうw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:16.10 ID:lLUZFn4Z0<> お前ら何の曲なら分かるんだよｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:16.09 ID:mLDZV0pu0<> 知らん曲だけどうまいからいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:16.55 ID:cKj9cSvq0<> 知らない曲ばかり&#128577; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:17.68 ID:YA1b0All0<> <a href="../test/read.cgi/livemegami/1692369631/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> 苦手なもんだけ言われても分類できんから好きなもん言え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:20.11 ID:SygzOmVa0<> <a href="../test/read.cgi/livemegami/1692369631/141" rel="noopener noreferrer" target="_blank">&gt;&gt;141</a> <br> ぐふふ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:20.12 ID:I9x73+YO0<> 好みを抜きにしても相当うまいな <br> こんな小さな箱にここまで歌の巧い子がいるとは <br> すいせい以上って言われてたのがわかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:20.82 ID:jcvRsUKo0<> 大資本にゴリ押しされる作り物の歌姫より <br> バリウムの真の歌姫の歌声を聞ける喜びよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:22.43 ID:TS+n7nFX0<> しらけん馬鹿しかいません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:26.03 ID:PaLjPGRp0<> <a href="../test/read.cgi/livemegami/1692369631/122" rel="noopener noreferrer" target="_blank">&gt;&gt;122</a> <br> にゃにゃせあれでいて自己肯定感めっちゃ低くてメン限でヘラってるらしいからな <br> シコれる展開だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:26.55 ID:9NoqoQNT0<> 怪獣の花唄来ねえかなぁ <br> あれ好きなんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:27.10 ID:6hSYp+3i0<> 当たり前のようにすいせいと対立煽りしてるのにまだバリガイは「バリウム実況してると対立煽り減る」とか主張するの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:28.64 ID:gMpU7YRV0<> ヨルシカは全曲知ってるからヨルシカセレちゃんどんどん擦ってよ <br> カトレアとか8月某月明かりとか歌ってよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:28.70 ID:QXL7t8c50<> フレア「しらけんは頭がいい人いない」 <br>  <br> あっこりゃああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:29.19 ID:N/af/onE0<> バリガイってまじでホロ以外のVの歌聞かなかったんだな <br> そりゃこれで大はしゃぎするわｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:30.94 ID:nnclNj5C0<> 早く花に亡霊くれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:31.67 ID:2D+jaJ010<> セレちゃんライドリ不参加だし普通に移籍しそうだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:32.41 ID:9dKIy8EF0<> <a href="../test/read.cgi/livemegami/1692369631/171" rel="noopener noreferrer" target="_blank">&gt;&gt;171</a> <br> にぃなとあわーわだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:34.94 ID:iF97a3Vp0<> その声でハム太郎とピクミン歌え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:35.24 ID:WWsh5MYe0<> <a href="../test/read.cgi/livemegami/1692369631/122" rel="noopener noreferrer" target="_blank">&gt;&gt;122</a> <br> いつか2人でライオンとか歌って欲しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:35.51 ID:HOd2WxBh0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <br> 意思がないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:35.47 ID:RpSaiE+F0<> 実況くらいならと思ってたけどダメだなこいつら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:36.39 ID:WEeg8msp0<> &#128293;しらけんってあまり頭いい人いないからなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:37.15 ID:06ZAardy0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> BOOWYとブルーハーツ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:38.34 ID:66swYPcS0<> <a href="../test/read.cgi/livemegami/1692369631/95" rel="noopener noreferrer" target="_blank">&gt;&gt;95</a> <br> これだけじゃ足らんくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:41.13 ID:bFQRUieM0<> <a href="../test/read.cgi/livemegami/1692369631/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> 萎えるから貼らないでいいよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:42.64 ID:/W03F5S20<> バリウム実況中はホロメン叩かれないって聞いてたけど前スレは何あれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:42.46 ID:bUvbDRBu0<> こういうオナニー曲やめい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:43.83 ID:VzljTeKT0<> <a href="../test/read.cgi/livemegami/1692369631/131" rel="noopener noreferrer" target="_blank">&gt;&gt;131</a> <br> バリメンみんなすごい&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:45.17 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/131" rel="noopener noreferrer" target="_blank">&gt;&gt;131</a> <br> ちゃんとリレーになってるのいいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:46.36 ID:VAF9XNAR0<> ノエル大卒です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:49.96 ID:MSiuVHP80<> やっぱ喉休ませないとだめだな歌ってばかりの人は声汚くなるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:50.21 ID:AYoOA+/q0<> ノエル大卒なのに馬鹿にされてる&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:50.59 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ラルクとかだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:54.09 ID:YA1b0All0<> <a href="../test/read.cgi/livemegami/1692369631/95" rel="noopener noreferrer" target="_blank">&gt;&gt;95</a> <br> この程度の量で気絶できるもんなん？ <br> 普通に喰えそうだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:54.84 ID:irVBbjZ50<> お前らが知ってるセトリに合わせたらこういうことになるだろ <br> https://i.imgur.com/4JhAWGc.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:56.03 ID:dflrS/9u0<> もうすいちゃんは自分が上行くのは喉的に厳しいから <br> 後輩や他の箱の奴プロデュースして売ろうぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:57.79 ID:lFv/LiQ30<> アユンダさんなら勝てるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:43:59.37 ID:E/WCOSMU0<> 怪獣まち&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:43:59.57 ID:gyUpWX8u0<> <a href="../test/read.cgi/livemegami/1692369631/184" rel="noopener noreferrer" target="_blank">&gt;&gt;184</a> <br> 多分だけどあのメンツの中で一番頭悪いのはフレアだよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:00.03 ID:zATKWcgL0<> 登山を考えてない選曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:02.93 ID:kqo/7LXv0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ピクミン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:03.27 ID:vdxyQBiF0<> <a href="../test/read.cgi/livemegami/1692369631/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> セレちゃんの怪獣の花歌いいよな <br> 夜明けと蛍もすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:44:04.60 ID:Px+nEBxo0<> ぺっさんマジで義務3万回復してんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:05.65 ID:OsSqe7+R0<> &#127812;&#128166;&#128166; <br> https://pbs.twimg.com/media/F3GBCjrXYAAT30f.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:06.42 ID:Pug2r+Qk0<> バリアンもたまにはホロ以外もみたらどうだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:44:06.34 ID:bWQkUJiz0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <br> 婆さんかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:07.93 ID:BUuM1z700<> こんな歌どこ行ったら聞けるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:08.20 ID:Re0Q7yyv0<> <a href="../test/read.cgi/livemegami/1692369631/190" rel="noopener noreferrer" target="_blank">&gt;&gt;190</a> <br> いいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:09.92 ID:8SzSDAuR0<> <a href="../test/read.cgi/livemegami/1692369631/77" rel="noopener noreferrer" target="_blank">&gt;&gt;77</a> <br> バリウムの親方 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:10.03 ID:VRs+pwtx0<> ノエルとデュエットしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:10.50 ID:PaLjPGRp0<> お前らが知ってる曲ってあひーら路線だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:12.07 ID:g/GJgJ6R0<> このスレアカンわ <br> 数ヶ月後楽しみ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:13.58 ID:9dKIy8EF0<> <a href="../test/read.cgi/livemegami/1692369631/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> <a href="../test/read.cgi/livemegami/1692369631/175" rel="noopener noreferrer" target="_blank">&gt;&gt;175</a> <br> 可愛い声がすきなのでにぃなとかすいすいですね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:13.58 ID:PXxODalX0<> リスナーが応援 <br> ↓ <br> バリメンがそれに応えようと努力する <br> ↓ <br> 新しいリスナーが見に来る <br>  <br> 以下ループ <br> 良い環境出来てるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:13.58 ID:HOd2WxBh0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 田村ゆかり&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:44:13.85 ID:exY761X80<> 1100行くか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:14.67 ID:SX3vKOV80<> <a href="../test/read.cgi/livemegami/1692369631/206" rel="noopener noreferrer" target="_blank">&gt;&gt;206</a> <br> これミオしゃだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:44:22.11 ID:yeSHMmqU0<> <a href="../test/read.cgi/livemegami/1692369631/190" rel="noopener noreferrer" target="_blank">&gt;&gt;190</a> <br> 歌上手い奴のハモリは質だから色んな歌でハモってほしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:44:22.13 ID:Ht6cF5h/0<> <a href="../test/read.cgi/livemegami/1692369631/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> それ今呟く必要あった？ <>
