名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/28(火) 19:21:31.57 ID:qov6fbHX0<> たそ&#128546; <>カズさん質です 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:22:53.42 ID:37AC1gT70<> Among Usから全く成長してないかなたそ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:53.60 ID:dQ+IHmwl0<> カズさん不憫です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:54.46 ID:a/+U7FYO0<> かなたwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:54.87 ID:zu122Djs0<> 三笘強すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:54.69 ID:b3qyb96z0<> 三笘どりゃかどりゃどりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:55.17 ID:SFixCVOT0<> まぁ実際カズさんなら合コン展開はないだろうな <br> カズさんからしたら炎上リスクに巻き込まれてるだけだがw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:55.41 ID:PleZ3Hgw0<> <a href="../test/read.cgi/livemegami/1679998891/31" rel="noopener noreferrer" target="_blank">&gt;&gt;31</a> <br> 住む世界が違うのに5000円で話せるだけありがたいだろ&#129315;&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:57.16 ID:DhExeE+A0<> かなたの配信ずっと見てるんだが1500人消えたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:56.96 ID:frUurtkN0<> 三笘ホロスタこい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:57.93 ID:vjAI2j6D0<> かわいそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:57.95 ID:gFl85S4n0<> <a href="../test/read.cgi/livemegami/1679998891/31" rel="noopener noreferrer" target="_blank">&gt;&gt;31</a> <br> お前が時代遅れなだけや <br> 上場したし男も解禁してかないと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:58.78 ID:SjL6skB+0<> 山田がいなかったらこの案件なんの盛り上がりもなく終わってたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:22:59.73 ID:zcfO7wuE0<> カズさん捨てられてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:00.02 ID:DirxMAi10<> まあそのなんだ　開国するくらいなら美しいままの終焉を望む <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:00.52 ID:9GuvzJk00<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> この人とトモヤシと吉田はよく見てる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:01.92 ID:lU6heUEb0<> カズさんを振り回しやがって&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:02.00 ID:jmgFOgTJ0<> 史上最多ホロメンに名前を呼ばれた男カズさん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:03.61 ID:eLYUhVEs0<> アマゾネス集団こええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:03.39 ID:IIG6Veqb0<> ホロライブ面白いなｗ <br> ギャーギャー喚くここの豚共は別の意味で面白いなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:03.81 ID:BUc3aKHH0<> カズ、用済み！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:03.62 ID:yCva+VoX0<> お前らくりあちゃん配信してんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:04.05 ID:xvR5Q5/j0<> 三笘ヘディングも上手くなってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:04.19 ID:V7OHndqI0<> 開始2分で三笘ヘディングでゴール決めてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:04.26 ID:MDUyqKOU0<> かなたその愛想笑いが染み渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:04.11 ID:XehhMVCD0<> かなたそメン限しよう <br> 慰めてやっからよお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:04.53 ID:8C7UoZ9U0<> カズさんと瀬戸弘司は信じていい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:05.91 ID:c/gbyepE0<> <a href="../test/read.cgi/livemegami/1679998891/86" rel="noopener noreferrer" target="_blank">&gt;&gt;86</a> <br> はい… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:06.20 ID:adwxxybP0<> 三笘ヘッドウメェじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:06.38 ID:taSd9G3/0<> かずさん見たらホロ関係無しに戦ってたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:07.13 ID:jJOJmmw60<> 三苫どりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:08.02 ID:67lh3rzq0<> カズさんの純情もてあそばれました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:09.40 ID:KyMvwgyA0<> ホロスタに必要な人材では <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:10.29 ID:ZmPUAz+I0<> これあと2時間続くんだろ？ <br> たそ大丈夫か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:11.74 ID:7cP9bHO80<> ラプちゃん「かずさんと接触できなかった、くそー」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:13.08 ID:+Ra3rVbl0<> かなたそは普通に参加したほうがよかったのでは… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:12.78 ID:qqcXCsTE0<> <a href="../test/read.cgi/livemegami/1679998891/71" rel="noopener noreferrer" target="_blank">&gt;&gt;71</a> <br> これ思い出したわｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:13.49 ID:lqK9XNDS0<> カズさんはめられたね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:14.08 ID:68JmKrA50<> 周りの女「男と待ち合わせ」「行こうよ」「リンゴ渡そうよ」「カズさーん（甘声)」「サイン貰おう」「カズさんと接触したい」「誤りに家行こうよ」 <br>  <br>  <br>  <br> かなたそ「……………………………………………………（ゾンビを討伐中）」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:14.04 ID:VLVSXJr20<> かなたそ泣くのだけは無しでよろ&#128591; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:14.23 ID:Kl4f/Qsd0<> &#128760;カズさんと接触できなかった…クソー <br>  <br> どこをどこに接触したかったの？&#129412; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:14.59 ID:+Vv/S7K00<> かなたそ静かだなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:16.07 ID:dQ+IHmwl0<> <a href="../test/read.cgi/livemegami/1679998891/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> 俺もヘンディー監視してたけど画面つまらんからバニラに映ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:16.57 ID:XA12GAbi0<> ぺこちゃん瞬く間に下山してって草 <br> どんだけ配信下手なんだよ&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:17.05 ID:bR5wRSI00<> 告白！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:17.22 ID:pVEJ47iv0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> …&#129412; <br>  <br> &#129412; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:17.24 ID:k1pmdist0<> 山ｘカズ <br> てえてえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:17.52 ID:0wZ9/dv70<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> &#129412;&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:18.12 ID:BUc3aKHH0<> 告白！？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:18.12 ID:kweCj9OP0<> カズはよくわからん商品レビューしてた頃見てたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:19.57 ID:MDUyqKOU0<> 告白！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:19.57 ID:7ByDSumb0<> 告白！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:20.50 ID:0rW54QRc0<> &#128048;さあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:20.24 ID:I+tS/laF0<> 美人局やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:20.56 ID:HArdRAC/0<> 三笘いくわ&#9995; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:21.29 ID:RsqfFz1o0<> 薫ちゃんえぐぅ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:22.42 ID:E9R9PSlw0<> <a href="../test/read.cgi/livemegami/1679998891/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> へんでぃー&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:22.61 ID:OiN/kfje0<> かなたそ4人からチクチクされてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:23.15 ID:LGSKzCnU0<> 告白！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:23.54 ID:azo5kINW0<> 告白！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:23.76 ID:r9mlccwA0<> かなたそほんま可哀想 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:23.54 ID:bJih334l0<> <a href="../test/read.cgi/livemegami/1679998891/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> 三笘ああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:23.86 ID:BIgdyVgA0<> 三苫レベルが違うわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:26.72 ID:TSqquoRB0<> <a href="../test/read.cgi/livemegami/1679998891/164" rel="noopener noreferrer" target="_blank">&gt;&gt;164</a> <br> そろそろ飽きたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:26.82 ID:N9JYkKN/0<> カズクラ昔見てたなあ <br> こいつ奥さんいるしコーン的にはセーフか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:26.68 ID:giLtT1fv0<> 告白？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:26.69 ID:q5CzDNBZ0<> 山田メス出してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:26.94 ID:908Za2vG0<> カズーーーー&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:29.43 ID:TCWZ8Nrw0<> たそ&#12316;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:30.89 ID:TpbrcBnJ0<> 美人局で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:31.58 ID:2K+kGtkT0<> &#128048;カズさんがさぁー！ <br> &#128031;カズさん死んでるw <br> &#128760;カズさーーーーーん！！！ <br> &#129409;ｶｯｶｯｶｯw <br>  <br> &#128171;… <br>  <br> すまんこれどういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:32.19 ID:+61smHJi0<> 山田キッズ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:32.75 ID:l786icpI0<> カズさん今ガチ戦闘です・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:33.36 ID:S1/aKdk80<> カズーラに告白しようと思ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:33.21 ID:dKXChi1X0<> 山×カズ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:34.36 ID:izeIvOrN0<> カズさん見てるけどホロメンの相手してるどころじゃねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:34.86 ID:4sq+VOVi0<> 告白みたいとか煽るぺっさん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:34.71 ID:XDDCg3/P0<> 企画として山田のムーブ正解やろ <br> その上かなたは出場してるのに何してんねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:34.62 ID:6psXSq4a0<> <a href="../test/read.cgi/livemegami/1679998891/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> かなたも1人で作業してるしおなじ様なもんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:34.98 ID:x0cizSSZ0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a>この人のガジェット紹介動画よく見てるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:35.27 ID:PH4mqpQl0<> かなたそ完全につ◯ぼモードやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:35.61 ID:pVEJ47iv0<> 山田草すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:36.03 ID:MDUyqKOU0<> 山コーンの墓立てようか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:36.93 ID:aMJHvTNF0<> かなたそには可哀相だけど、頑なに触れないのかなたそだけで不自然な感じになっちまってるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:36.97 ID:tPUIRb5t0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> めっちゃいい人そうで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:37.72 ID:BUc3aKHH0<> かなたそいる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:37.81 ID:TSqquoRB0<> <a href="../test/read.cgi/livemegami/1679998891/164" rel="noopener noreferrer" target="_blank">&gt;&gt;164</a> <br> なんか安価になったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:38.31 ID:giLtT1fv0<> たそのコメ欄キレてる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:38.56 ID:rn5luK1+0<> かなたこれ完全にアモアスARKの黒歴史超えたろ <br> 改善とかじゃ無いからずっと消化出来ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:38.90 ID:dQ+IHmwl0<> かなたそマジで男の話題のときだんまりなのおもろすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:38.98 ID:DrOgxQTX0<> かなたの声聞こえないけど気絶してる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:39.59 ID:Ow470arF0<> 山田いい加減にしてくれんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:39.77 ID:dLFLWtnu0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> 絶対奥さん裏切らねぇわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:40.13 ID:r6SzLoLI0<> 山田また燃えそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:40.63 ID:18mfawk80<> <a href="../test/read.cgi/livemegami/1679998891/39" rel="noopener noreferrer" target="_blank">&gt;&gt;39</a> <br> 頑張りを褒めてくれるのは親だけなんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:40.75 ID:w6KxCOKn0<> 三笘ヘッドで今季3点目 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:41.53 ID:B3zpbA1x0<> ホロライブに要らないのかなたそだろ&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:41.87 ID:nKeaPrgO0<> 山田いて正解だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:43.09 ID:v8xrCd/10<> みこ、マリンの配信内容みたら22時にずらすんじゃないか？ <>
