名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/09/14(木) 20:17:00.92 ID:3XmmcVJ10<> … <>ござっこりゃああああああああ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:10.49 ID:uiLeVgsb0<> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:10.21 ID:2QDn3kaq0<> また韓国人が卑劣な悪行をしたのか！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:10.80 ID:mkIfcUIx0<> ホント韓国人ってルール守らねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:11.66 ID:a0it44Dp0<> ござる！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:12.10 ID:n/iNIor30<> <a href="../test/read.cgi/livemegami/1694690220/116" rel="noopener noreferrer" target="_blank">&gt;&gt;116</a> <br> るしあの絶叫よりは鼓膜に来ないからセーフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:12.85 ID:YL00RWMg0<> ござる…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:12.86 ID:Pjohidgi0<> ござるが全てを持って行った <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:13.46 ID:zkPkU3jU0<> らでん罰ゲーム受けたいの透けててキツいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:14.93 ID:8vMjnHpr0<> 何もしてないただ居ただけの先輩 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:15.33 ID:bnDnMe5b0<> らでんとはじめマジで癖になってきたヤバい <br> 角生えちゃダメだ角生えちゃダメだ・・・！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:15.72 ID:uiLeVgsb0<> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:15.98 ID:eY+5tsej0<> 罰ゲームの方がおいしいやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:17.53 ID:HYzmYJNP0<> ちょこ先と親方の声が聞こえてくるの頭バグるんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:17.73 ID:8wGGz1AV0<> ルール破った上にゴネるとか <br> まるで韓国人みたいだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:18.77 ID:k7QuKHBJ0<> <a href="../test/read.cgi/livemegami/1694690220/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:20.62 ID:0yHNAicj0<> かなで卑怯で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:21.19 ID:mT6xqLgF0<> え？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:22.07 ID:c2V9wAIS0<> この状況の中でもござるのコメント見逃さないはじめのコメント把握能力すげーわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:23.39 ID:swtWs77B0<> りりーか罰ゲームやりた杉で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:23.20 ID:oCogJ9A80<> スバルすげえなこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:23.86 ID:E0EWFbJI0<> りりーか欲しがりかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:23.62 ID:UmgT1N3l0<> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:24.38 ID:oB1Talln0<> ジャンキンはござるのだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:25.52 ID:a0it44Dp0<> 韓国人はルール守らんからなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:26.69 ID:UmgT1N3l0<> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:26.74 ID:+09DMsAS0<> ござる軍団入り決定だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:26.92 ID:LtpNpdO80<> りりかさぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:28.23 ID:rXI+t6YN0<> え？３人ビリ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:28.01 ID:vaJXOR5f0<> 残り10分から並走してござるマウントとってたら質だった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:28.43 ID:nG9CWu3H0<> まだねぽらぼカービィの方がおもろかったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:28.73 ID:kbZDwHZG0<> ぺこらはこの世から消えてほしいわ <br> ほかが盛り上げた、マイクラにシュバって数字だけ美味しく頂こうという卑怯者 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:29.24 ID:IEZDxlFy0<> ジャンキンといえばござーるやろがい&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:29.68 ID:UmgT1N3l0<> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <br>  <br> どろけん、みこち、スバルがマイクラ盛り上げます <br> ↓ <br> ぺこらがシュバッてきます <br>  <br> なんなんこれ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:31.02 ID:qOSkVnzH0<> え？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:31.41 ID:yjfgKNA00<> 口を開けば盛るおんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:32.31 ID:yzy48Ryz0<> 今日のコラボでだいぶレベリングしたな <br> どんどん経験積んでいこう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:32.52 ID:agaL5H5i0<> りりーか欲しがりです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:33.48 ID:evMdY0ni0<> 残り30秒 <br>  <br> 青「ああああああああ！！！！罰ゲームは嫌だああああああ！！！！(スタート地点に落ちる)」 <br>  <br> 奏りりからでん「！！！」 <br>  <br>  <br> 奏りりからでん「あああああああ！！！！(スタート地点に落ちる)」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:34.31 ID:3VJ8/w6v0<> っぱござるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:34.12 ID:8WhXgdPL0<> グダるから判定はそれこそプロデューサーにでもさせとくべきだったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:36.50 ID:aoSOcF1d0<> かなで韓国人みたいなことすんなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:36.22 ID:KStyR8Pg0<> 罰ゲームは可愛い子にやらせてよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:36.57 ID:3e59aOfN0<> らでんの優しさが5大陸に響き渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:37.01 ID:FqSB9j3v0<> ござる～&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:38.05 ID:LtpNpdO80<> りりか冷めるわこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:37.60 ID:PJe5pe5/0<> らでんやばいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:38.12 ID:9PELWZeZ0<> りりーかМかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:37.73 ID:Z4Ouzc4D0<> はじめん以外はもうええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:38.68 ID:TxdV6AM/0<> ござるってもう後輩としか関係性築けなさそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:38.89 ID:ckQriTph0<> <a href="../test/read.cgi/livemegami/1694690220/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> ござる <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> 最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:40.34 ID:ZxtHbs1m0<> いやー滑り散らかしててキツかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:41.06 ID:fJQmmuGc0<> スバルの実況ありません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:41.28 ID:5lTLie7Z0<> 前スレ見た感想 <br> はじめ叩き←ルーナイト <br> りりか叩き←助手 <br> らでん叩き←座員？、無教養 <br> かなで←しゃべってた？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:41.96 ID:kpEyAS5x0<> りりーか欲しがりか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:42.42 ID:MGFEyQL30<> <a href="../test/read.cgi/livemegami/1694690220/110" rel="noopener noreferrer" target="_blank">&gt;&gt;110</a> <br> ぺこらニンダイあるからそんな長時間やらんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:42.97 ID:Lsu1nmkh0<> 下3人はやりにきてるの草 <br> そこは打ち合わせしろよ笑 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:43.53 ID:RSjgCmdO0<> らでん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:43.51 ID:flWKyQFR0<> 風真いろは&#127811;初オリ曲『いろはすてっぷ！』配信中！ @kazamairohach (2023/09/14 20:18:31) <br> 皆さんないすじゃんぷ筋でした……！ <br>  <br> じーじー！でござるな！&#10024; <br>  <br> #ReGLOSS対決コラボ <br> http://twitter.com/kazamairohach/status/1702280662169145836 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:43.51 ID:0F0vkoP90<> 4人でええやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:44.43 ID:utmAtmSh0<> ポルカひっこんでろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:44.31 ID:2bicOLAE0<> りりーか草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:44.56 ID:Tqrqc91Y0<> スバルまぁまぁ健常でつまらんな <br> やっぱみこちが一番面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:44.56 ID:SQKUUdhW0<> りりーかなんで罰ゲームポジションにいるんだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:45.68 ID:Ov4hodZ70<> ゲーム上手い新人をもっと増やしてくれねーかな <br> せっかく大会やっても差が激しすぎるんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:48.47 ID:Xt1iufN30<> <a href="../test/read.cgi/livemegami/1694690220/147" rel="noopener noreferrer" target="_blank">&gt;&gt;147</a> <br>  <br> https://i.imgur.com/ykZ8hlZ.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:49.04 ID:ZpAz5NfU0<> 大空さん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:49.80 ID:zkPkU3jU0<> らでんもうやめてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:49.86 ID:qOSkVnzH0<> は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:49.73 ID:xYYzq9sB0<> なんで唐突にみこアン暴れ出してんの？ <br> せめて配信してからやれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:51.27 ID:zt0u7PpA0<> お前らが青きゅんに言わせたいセリフは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:52.51 ID:xGkb6R3F0<> はぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:52.37 ID:cnt01iNT0<> 大空スバル、狩人が読めない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:18:53.39 ID:rZLXuyfv0<> りりーか欲しがりすぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:53.78 ID:ZTMtXMgm0<> そろそろコメ欄に書き込むでござるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:55.17 ID:J99wR38s0<> ぺっさんの質無しマイクラ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:56.45 ID:9OGQeqmn0<> 岡田その交代いるんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:58.29 ID:YL00RWMg0<> にぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:58.57 ID:fXQSgrS30<> 番長だけ罰ゲームどりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:18:59.40 ID:TxdV6AM/0<> はじめほんま可愛い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:00.99 ID:PJQY2UGP0<> らでんよくわからないことフワっと言うのやめて… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:00.79 ID:QYXEQVEp0<> 3期ってとりあえずマリンとぺが罵倒しあって <br> ノエルがぺに強くあたって <br> フレアかKYやれば質が出るんだからセコいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:01.24 ID:kbZDwHZG0<> はじめキレてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:00.94 ID:AsQk4Od10<> コラボ適正ある子判明した？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:19:01.61 ID:lVgHtpPX0<> はじめだけやれ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/14(木) 20:19:01.70 ID:x+qfAglr0<> にぐ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:01.82 ID:8qCFbY550<> よくにゃ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:02.43 ID:4kgKDl1b0<> <a href="../test/read.cgi/livemegami/1694690220/175" rel="noopener noreferrer" target="_blank">&gt;&gt;175</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:03.19 ID:GSf41jwk0<> よくにぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:03.80 ID:Pv8CNsy/0<> スバル健常すぎて言うことねーパターンだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:04.08 ID:2deitNSk0<> <a href="../test/read.cgi/livemegami/1694690220/160" rel="noopener noreferrer" target="_blank">&gt;&gt;160</a> <br> カリッさんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/14(木) 20:19:04.40 ID:pqLy1LE40<> はじめかわいい <>
