名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/12/18(日) 22:47:52.74 ID:8PIYc5wv0<> いかんでしょ <>鳩ライブ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:46.92 ID:ocn4dMDv0<> こんだけ嬉しそうだと <br> 素直におめでとうと言いたくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:49:48.34 ID:2p3PjS8N0<> 色違い出たあとも登山するのすげーな…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:49:48.74 ID:7cIou0710<> メンバー数やばくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:49:48.87 ID:H+27+cPX0<> 切り抜き　はよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:50.49 <> みこちvtuberの王じゃん&#128549; <br> どうすんのこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:51.70 ID:W9zFyfuu0<> ホゲータって歴代御三家でもトップクラスにかわいいよな <br> 進化はごちゃごちゃしてて3Dも手抜きカクカクだからあんま好きじゃないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:52.52 ID:2DUt9odK0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 嘘やんけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:53.83 ID:lzVXOy+B0<> 土曜に出す <br> 日曜に出す <br> ２４日に出す <br>  <br> ２１時に出す <br> ２２時に出す <br>  <br> 全部書いておいて後から正解したコピペだけ持ってくればいいだけなの便利なやり方だね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:54.30 ID:Tme0BnSd0<> あちこちに鳩飛んでます… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:54.98 ID:NTFbf2x80<> ほげーち愛が止まらない&#128557;&#128557; <br> 俺も涙が止まらない&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:49:55.86 ID:lMGLkKSe0<> 登山やばくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:57.59 ID:/rCMasoD0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:49:59.87 ID:Hz/bxOMe0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> えぇ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:00.56 ID:SJoXSbLn0<> ええ…… <br> 色違い出ただけで鳩飛ばしたの <br> 意味がわからん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:00.32 ID:Q2bwrMB10<> 登山やばすぎぃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:01.25 ID:Yw2//6Ph0<> <a href="../test/read.cgi/livemegami/1671371272/17" rel="noopener noreferrer" target="_blank">&gt;&gt;17</a> <br> やっぱVリスナーはガイジすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:01.70 ID:V2E5LMlp0<> 出た後で何で登山するんだよ <br> 孵化は登山しないって聞いてたのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:03.26 ID:v8rdIglZ0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> ルーナイトじゃなくてただの灰色（無銭）でワロタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:05.06 ID:yG+V3Pgj0<> ポケモンで7万出せないとかまだまだぺこじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:06.16 ID:33nh9gVs0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> 単発白米ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:06.29 ID:p2LvmM0C0<> 7万いくぞおおおおおおおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:06.50 ID:r8iQB18A0<> <a href="../test/read.cgi/livemegami/1671371272/109" rel="noopener noreferrer" target="_blank">&gt;&gt;109</a> <br> ころさん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:08.06 ID:+Eazul7d0<> てかこより間に合うんか？スタジオから近すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:08.32 ID:6XOvs4V+0<> <a href="../test/read.cgi/livemegami/1671371272/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> みこアンが言ってるだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:08.83 ID:VC9eaVSo0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> ルーナイト怒らせちまったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:08.72 ID:ZP1kiO8U0<> <a href="../test/read.cgi/livemegami/1671371272/88" rel="noopener noreferrer" target="_blank">&gt;&gt;88</a> <br> ファンが全員民度高いとも限らんのはここ見てりゃわかるやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:09.17 ID:xiR6yo6W0<> <a href="../test/read.cgi/livemegami/1671371272/125" rel="noopener noreferrer" target="_blank">&gt;&gt;125</a> <br> 3年見てるけど過去一だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:09.64 ID:zkLG6KOl0<> <a href="../test/read.cgi/livemegami/1671371272/17" rel="noopener noreferrer" target="_blank">&gt;&gt;17</a> <br> 今日くらいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:09.77 ID:Sim7olFe0<> 65kやば <br> みこち70kまで間をもたせろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:10.01 ID:UzuQD32h0<> <a href="../test/read.cgi/livemegami/1671371272/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> 逆にやってるだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:10.53 ID:E/2P05mo0<> コメ欄が重すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:10.80 ID:XPQEhtAP0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> ヘタクソ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:10.84 ID:CI0QXvPZ0<> 35pが鳩使いとか言ってたの忘れてねーからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:11.51 ID:v37fJNS50<> みこち6.5万出てて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:12.11 ID:CGnpEaPe0<> さくらみこさん、世界平和を願い鳩を放流 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:12.74 ID:NMLiWjdx0<> ルーナ鳩いません <br> ルーナイトの民度高いです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:13.43 ID:rerLG6et0<> 鳩で爆速登山どりゃあああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:13.61 ID:yufh44uP0<> はと見にいったらまつりのところでひたすらジョジョ歌わそうとしてる奴はなんなんだよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:14.88 ID:Wh8RUzqR0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 嘘つくなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:14.99 ID:fk6S1xWr0<> <a href="../test/read.cgi/livemegami/1671371272/146" rel="noopener noreferrer" target="_blank">&gt;&gt;146</a> <br> 他の配信に35pが鳩コメントしてるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:15.59 ID:AsKzhUll0<> 35Pさあ <br> 姫の配信荒らすとちゅぶすぞ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:16.72 ID:kacm0uID0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> サンキューぷりけつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:17.02 ID:2JWi4W0i0<> ホロリス自重しろマジで…笑 <br> 色んな方面に鳩飛ばしすぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:19.70 ID:NTFbf2x80<> 再登山どりゃあああああああああああwwwwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:22.36 ID:rEzsg2uS0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> マイオナナイトはやっぱ攻撃的なゴミだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:22.96 ID:t6zKtDE/0<> <a href="../test/read.cgi/livemegami/1671371272/150" rel="noopener noreferrer" target="_blank">&gt;&gt;150</a> <br> ホゲータって近藤健介っぽいがな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:24.50 ID:yfkIjRoe0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 大好きなストリーマーとの大会があるもんな&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:24.73 ID:h62utjAK0<> <a href="../test/read.cgi/livemegami/1671371272/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> 手帳あるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:26.24 ID:OnLLqufh0<> みこちはゲーム愛が伝わるから安心して推せる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:27.04 ID:VklTNC/l0<> <a href="../test/read.cgi/livemegami/1671371272/63" rel="noopener noreferrer" target="_blank">&gt;&gt;63</a> <br> 金コイも出てから4万から6万いってるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:27.43 ID:r7mmthA80<> <a href="../test/read.cgi/livemegami/1671371272/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a> <br> キッズは制御できねーな <br> ガキが偉そうにyoutube見んなよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:28.88 ID:qK5T5SOw0<> ちょうど23時に寝るからええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:29.30 ID:dcWqTHFy0<> コメ重すぎだろ <br> マイルストーンやめべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:29.64 ID:+Eazul7d0<> 感動してメンバー入ったわよろしくな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:30.43 ID:slni3jrX0<> 鳩の理由知らないだろころねすきーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:32.74 ID:xzuO3AEJ0<> <a href="../test/read.cgi/livemegami/1671371272/152" rel="noopener noreferrer" target="_blank">&gt;&gt;152</a> <br> 残念ながら昨日は条件悪いから絶対でないって言われてました&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:33.25 ID:WIOE6Xnj0<> 全方位鳩は頭イカれてんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:34.79 ID:Iw9kdyCQ0<> ルーナマイペース&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:35.85 ID:E/2P05mo0<> 声終わってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:36.93 ID:rKwawnIh0<> ベイビーダンスはともかくAZKiは可愛い曲が素晴らしいと思うんだけど <br> 本人は死にそうな曲ばっか歌うんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:40.96 ID:2p3PjS8N0<> <a href="../test/read.cgi/livemegami/1671371272/184" rel="noopener noreferrer" target="_blank">&gt;&gt;184</a> <br> まじかよ&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:40.63 ID:qpgrZ0Ni0<> <a href="../test/read.cgi/livemegami/1671371272/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> ルーナのところに鳩飛んでねえぞ <br> こいつコメントする配信間違ってんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:40.61 ID:2Tvj48QU0<> 野うさぎ鳩しか叩くところなくて草悔しいねえw&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:41.48 <> <a href="../test/read.cgi/livemegami/1671371272/187" rel="noopener noreferrer" target="_blank">&gt;&gt;187</a> <br> 35Pな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:41.71 ID:xiR6yo6W0<> 声終わっとる&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:41.99 ID:GXqd5NnC0<> 表:祝福 <br> ホロアン:鳩にイライラ <br>  <br> 俺は誇りに思うよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:43.14 ID:7cHseFQU0<> 鳩やめなー&#128038; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:43.91 ID:slhsim210<> ルーナrust鳩多くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:44.47 ID:PWIVq7fJ0<> 鳩ってなんの鳩？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:45.71 ID:JgcApLIc0<> これ今からお祝い凸待ちすればすいちゃんの新衣装超えるんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:46.49 ID:NTFbf2x80<> みこち野完全勝利どりゃあああああああああああwwwwwwwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:46.58 ID:JgcApLIc0<> これ今からお祝い凸待ちすればすいちゃんの新衣装超えるんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:47.02 ID:jrumwftc0<> <a href="../test/read.cgi/livemegami/1671371272/187" rel="noopener noreferrer" target="_blank">&gt;&gt;187</a> <br> こいつ35P <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:47.28 ID:IByLEsz50<> <a href="../test/read.cgi/livemegami/1671371272/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> 出来たら配信者皆やらね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:47.38 ID:vXQSBSmb0<> <a href="../test/read.cgi/livemegami/1671371272/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 草 <br> 今日初めて笑ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:48.86 ID:iDh3Li6R0<> 無限に登山するやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:48.56 ID:XplEdPjm0<> ストリーマーにも鳩飛んでます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:49.67 ID:KF8SHV7h0<> <a href="../test/read.cgi/livemegami/1671371272/17" rel="noopener noreferrer" target="_blank">&gt;&gt;17</a> <br> そこまでいくとアンチがわざとやってる感じか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:49.86 ID:xfxSbECX0<> 鳩は反応してるわためのとこいけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:50.33 ID:H+27+cPX0<> ポケモンやってないホロメンにも鳩飛んでんの意味わからん過ぎるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:50.37 ID:qAfKcFGj0<> 知謀の策士あずき <br> すべてを見越してみこちの曲を選んでいました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:53.11 ID:VklTNC/l0<> <a href="../test/read.cgi/livemegami/1671371272/69" rel="noopener noreferrer" target="_blank">&gt;&gt;69</a> <br> ちゃんと仲間内で注意しとけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:53.31 ID:nKixBRe30<> <a href="../test/read.cgi/livemegami/1671371272/161" rel="noopener noreferrer" target="_blank">&gt;&gt;161</a> <br> フブキも出てから1万くらい登山したからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:53.35 ID:OU0icN2v0<> あくたんのメン限にも鳩いて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:53.83 ID:Jy6vV8jU0<> 鳩Pで爆速登山どりゃあああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/18(日) 22:50:55.34 ID:kacm0uID0<> みこちの喉が死んだ…&#128519; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:55.36 ID:LWlVDaxJ0<> これオスのピンクと掛け合わせれば量産できるとかあんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/18(日) 22:50:56.52 ID:oZRmgLQN0<> ところで残りの3000匹ちょっとの普通のホゲータってどうなったの？ <br> 生きてる？ <>
