名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/24(月) 21:12:10.06 ID:uPG/jH1I0<> 最強 <>兎田ぺこら 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:14.71 ID:QXvcz4Sl0<> <a href="../test/read.cgi/livemegami/1682338330/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> ガチで荒らされそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:18.23 ID:3N0sneqR0<> <a href="../test/read.cgi/livemegami/1682338330/54" rel="noopener noreferrer" target="_blank">&gt;&gt;54</a> <br> ころさんが負ける…だと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:18.60 ID:1gmbwfir0<> <a href="../test/read.cgi/livemegami/1682338330/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> どっちもどっち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:19.00 ID:66pM63A60<> <a href="../test/read.cgi/livemegami/1682338330/83" rel="noopener noreferrer" target="_blank">&gt;&gt;83</a> <br> やってる事はホロライブと一緒なんだなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:19.45 ID:+P0S7j400<> <a href="../test/read.cgi/livemegami/1682338330/59" rel="noopener noreferrer" target="_blank">&gt;&gt;59</a> <br> 多分余裕でかれると思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:19.89 ID:ZPVnzNtJ0<> ゼタまた～&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:19.72 ID:saih8CIj0<> <a href="../test/read.cgi/livemegami/1682338330/72" rel="noopener noreferrer" target="_blank">&gt;&gt;72</a> <br> 結局目標次第だな <br> 150hellは40秒で終わるし、下手したら200hellより効率いいかも <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:20.21 ID:rFa4YF070<> ぺこら一人でグラブルの王 <br> ぺこらグラブルの才能があります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:21.63 ID:1aysj2ZX0<> アルおじ落ち着いて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:21.66 ID:ZT/wQ4Aa0<> ガンマは初期にお絵描き配信で10000人集めたいとか言ってたのは見た <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:23.40 ID:J2V990QX0<> ガンマの喋りマジで凄いな、ほんと面白いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:23.77 ID:U37Kq0ae0<> バカタレってほとんどしら建なんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:24.41 ID:Xr4TjfA40<> ポルカってバカタレ破門になったんじゃなかったの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:24.53 ID:oygao8xt0<> やっぱガンマ連呼してるの倶楽部かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:24.69 ID:ONeLZFgE0<> ななしの新人早速配信ドタキャンしてるけど裏ヴァロか？ <br> https://i.imgur.com/aCydOt9.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:25.84 ID:APspS4980<> 天皇ガチ下手で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:28.46 ID:E056WoLJ0<> <a href="../test/read.cgi/livemegami/1682338330/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> 何日か前にヴァロ配信してた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:28.71 ID:uCs3P2uf0<> <a href="../test/read.cgi/livemegami/1682338330/110" rel="noopener noreferrer" target="_blank">&gt;&gt;110</a> <br> それ <br> 誹謗中傷だよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:29.91 ID:G0a+cNHD0<> グラブルで感動なんてするな&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:29.75 ID:UqIu4HX10<> にゃらか呼べないのぺこら？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:30.63 ID:OBbBuHL30<> <a href="../test/read.cgi/livemegami/1682338330/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> (&#3665;&#9593;&#4538;&#9593;)ガンマ行け <br> (&#3665;&#9593;&#4538;&#9593;)男見せろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:30.69 ID:1ZDH8L080<> ぺっさんグラブルよりソロでFGOのイベント周回した方が需要あるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:32.47 ID:J2yqHhaZ0<> 95で稼いでるのバカで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:35.88 ID:IrreRHaj0<> <a href="../test/read.cgi/livemegami/1682338330/126" rel="noopener noreferrer" target="_blank">&gt;&gt;126</a> <br> どれくらい凄い事なの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:07.89 ID:zDhVufgT0<> <a href="../test/read.cgi/livemegami/1682338330/12" rel="noopener noreferrer" target="_blank">&gt;&gt;12</a> <br> ホロメンの女子校感が好きなのに入るわけ無いじゃん <br> それで混ざってこうとした時点でホロスタは人としてクズだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:36.74 ID:p5koQLbU0<> &#129313;ペア… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:37.23 ID:njfw7s330<> わたし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:37.64 ID:dwsBaNFL0<> ぺこーらにじほろブル団に感動してました・・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:39.44 ID:c3XP4Trw0<> でもふつうこんなに指示食らったら嫌になるよねたいていは、、 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:40.79 ID:KX09GEcY0<> &#128048;にじホロブル団に助けられたなマジで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:42.08 ID:fzAc+Rh30<> <a href="../test/read.cgi/livemegami/1682338330/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a> <br> 叶抜いたらマジでやばい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:42.41 ID:gNIon0Jh0<> にじホロ団にロボ子は入ってますか? <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:42.66 ID:rzD5FUhS0<> <a href="../test/read.cgi/livemegami/1682338330/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> そらコーンがいるなら弱まんもおるでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:43.83 ID:AYs15dkO0<> ロボ子さんはがんばってる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:44.29 ID:aQrOcSzB0<> ポッさん古戦場から逃げるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:47.09 ID:LQaRivQ30<> キム絶頂してるだろ <br> まさかこんな真面目にツール使わないで古戦場走ってくれてるて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:47.39 ID:sHBu2avo0<> ごめん完全にエアプだけど「肉集めた方がいい」ってコメしていいか？ <br> 肉が何なのか知らんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:47.36 ID:RLTiSELr0<> 是将王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:47.74 ID:JLYf1qKn0<> あのー、ホロ格ゲーにココが参戦することになったけどこれが原因でホロメン配信できないとかあるんじゃないか <br>  <br>  <br>  <br> ホロライブの二次創作格闘ゲーム『Idol Showdown』5月5日Steam無料配信へ。 <br> ロールバック方式オンライン対戦に対応する気合のファン作品 <br>  <br> https://automaton-media.com/articles/newsjp/20230424-245051/ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:48.64 ID:BMZ129G/0<> ぺっさん人望ないから誰も来ません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:51.55 ID:6k4CtLI/0<> <a href="../test/read.cgi/livemegami/1682338330/85" rel="noopener noreferrer" target="_blank">&gt;&gt;85</a> <br> (&#3665;&#9593;&#4538;&#9593;)ごめんて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:52.37 ID:YSvwKAoy0<> ぺこちゃんはグラブルの才能あるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:53.44 ID:tSaXfN080<> ぺこらメンバーに感謝してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:54.30 ID:jBgqaJzr0<> <a href="../test/read.cgi/livemegami/1682338330/118" rel="noopener noreferrer" target="_blank">&gt;&gt;118</a> <br> 俺は歓迎やで&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:55.43 ID:mEUpsCp90<> ぺこーら下位晒してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:55.54 ID:qIWNVGO80<> ぺっさんのグラブルの才能が怖いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:55.96 ID:TpN1mlL70<> <a href="../test/read.cgi/livemegami/1682338330/164" rel="noopener noreferrer" target="_blank">&gt;&gt;164</a> <br> 今虚無だよエアプ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:14:57.59 ID:SDjnqL1c0<> 今日のポルカの声可愛くね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:14:59.99 ID:tPM9T6WO0<> <a href="../test/read.cgi/livemegami/1682338330/54" rel="noopener noreferrer" target="_blank">&gt;&gt;54</a> <br> 宮助とケーキ姫やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:00.20 ID:K9AZYv5S0<> 今日のポルカはハズレか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:00.20 ID:QeG7CtJ90<> 2:2で分かれる！&#129313; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:01.68 ID:U37Kq0ae0<> <a href="../test/read.cgi/livemegami/1682338330/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> アクション初めてで初見なこんなもんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:06.76 ID:yCKXlNIX0<> 昨日はたのしくコラボブルやってたけど今日はぺこらボッチ？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:07.71 ID:ciq5Rj//0<> <a href="../test/read.cgi/livemegami/1682338330/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> これはガチでやばいやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:07.93 ID:s5ZzHMph0<> バカタレサーカスってポルカがぶっ倒れてルームメイトに電話かけた奴以来か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:08.44 ID:KcPgP4nn0<> ぺこら体よくコラボ回避してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:10.15 ID:lWYIjBZ80<> とにかく廃人クラスにやってたんやなぺっさん頑張りすぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:10.65 ID:F1VYEsPu0<> <a href="../test/read.cgi/livemegami/1682338330/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> https://t.co/yofJYwxVXP <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:11.97 ID:0kmfqkGd0<> グラブルってまじで何がおもろいんや.... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:12.48 ID:P7L5rGHN0<> &#129313; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:12.57 ID:G0a+cNHD0<> <a href="../test/read.cgi/livemegami/1682338330/126" rel="noopener noreferrer" target="_blank">&gt;&gt;126</a> <br> これやばいよな200ならまだわかる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:12.92 ID:OBbBuHL30<> <a href="../test/read.cgi/livemegami/1682338330/118" rel="noopener noreferrer" target="_blank">&gt;&gt;118</a> <br> (&#3665;&#9593;&#4538;&#9593;)やらない手はないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:13.52 ID:66tf3Q0c0<> ぺこらディスコ送ってません <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:14.70 ID:tSaXfN080<> <a href="../test/read.cgi/livemegami/1682338330/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> 通報してるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:14.94 ID:IT8+cIZH0<> ぺこーらはソロでこそ輝く <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:15.02 ID:Z8p4G5ST0<> アズレンはライン越えばっかりしてるのにどうしてホロライブを許してくれないの&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:17.57 ID:TUrcskGm0<> なんでぺこカスいつまでもだらだらとしゃべってんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:18.37 ID:GuxEurQi0<> グラブル詳しくないんだけどもしかして古戦場って同じ敵ずっと倒すだけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:20.66 ID:Jah6gTwu0<> ガンマガンマ言うから見てみたけど笑い方カッカッカッwってぼっさんみたいだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:25.50 ID:1aysj2ZX0<> <a href="../test/read.cgi/livemegami/1682338330/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> みどりのアレじゃないしセーフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:25.59 ID:Q9uiWX5S0<> これ山田くんの？きたら7000見えるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:26.12 ID:rwV2jt680<> <a href="../test/read.cgi/livemegami/1682338330/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> まずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:26.76 ID:9KYLIFLZ0<> アルスがRustで古戦場サボってるってまじ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:30.03 ID:AdgFlYXZ0<> わためってバカタレの時全然話さねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:31.38 ID:OUnCsrfa0<> ロボ子さんがメンバーに入ってるって宣言したの未だに告知のときのスバルだけだよな <br> スバルやらかした説あるよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:31.57 ID:WjAbqOrq0<> ぺっさん100やらんのか <br> ウソだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:31.93 ID:1/VJD55O0<> <a href="../test/read.cgi/livemegami/1682338330/209" rel="noopener noreferrer" target="_blank">&gt;&gt;209</a> <br> 人望無いから誰も凸こない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:32.99 ID:HtiQvEry0<> ここでスパチャ読みとか底辺臭凄いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:33.03 ID:I6hV7tf/0<> &#129313;たのちぃー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:33.22 ID:PtDepfVM0<> <a href="../test/read.cgi/livemegami/1682338330/157" rel="noopener noreferrer" target="_blank">&gt;&gt;157</a> <br> ASMRさえドタキャンしなければいいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:35.70 ID:QLqg3anx0<> <a href="../test/read.cgi/livemegami/1682338330/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> エロくないから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:36.36 ID:TpN1mlL70<> <a href="../test/read.cgi/livemegami/1682338330/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> ホロスタ=俺すごいでいい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:36.20 ID:RO92NO9j0<> つまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:37.65 ID:SFoApVmC0<> <a href="../test/read.cgi/livemegami/1682338330/209" rel="noopener noreferrer" target="_blank">&gt;&gt;209</a> <br> たれw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:15:38.00 ID:1i1r+YqI0<> <a href="../test/read.cgi/livemegami/1682338330/159" rel="noopener noreferrer" target="_blank">&gt;&gt;159</a> <br> それで同接1000とか何の意味があんのかさっぱりだな <br> グラブルなら一万近くは行くだろうに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:39.30 ID:zTGzfD5h0<> <a href="../test/read.cgi/livemegami/1682338330/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a> <br> 個人V晒すなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:15:41.85 ID:1ZDH8L080<> <a href="../test/read.cgi/livemegami/1682338330/189" rel="noopener noreferrer" target="_blank">&gt;&gt;189</a> <br> 今の話してないぞアスペ <>
