名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/19(日) 18:18:12.69 ID:or8tsvrk0<> 一応 <>夏色まつりちゃん激推しスレ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:25.75 ID:EsLodFxp0<> シルプレ感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:25.92 ID:1SGTIDN60<> ( ^)o(^ )ﾊｲﾊｲ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:26.12 ID:TihkEVkg0<> 余で88000です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:26.23 ID:GvRuZdHY0<> これって会場ではどこにアクトが映るメインのディスプレイ設置されてるんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:27.22 ID:Er89yeET0<> 日曜日に全体LIVEで10万じゃちょい寂しいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:27.29 ID:bVdaT1oN0<> 王国だって変えちゃう未来？ <br> 忠誠忠誠ちゅうせい？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:27.96 ID:0Ohlul0t0<> <a href="../test/read.cgi/livemegami/1679217492/96" rel="noopener noreferrer" target="_blank">&gt;&gt;96</a> <br> 多分どっちも凄いで終わりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:28.93 ID:0XnPpRlE0<> お前が言うなソング <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:29.18 ID:+BbgpbLV0<> 絶対忠誠 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:30.00 ID:Ll+9zVAo0<> ライブなら誰よりも輝くまつりちゃんいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:30.54 ID:j7PdyBm40<> 新曲はノリにくいから歓声も少なくなるわなそりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:31.05 ID:U0+k+gtH0<> 激推しの振り付けかなり凝ってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:30.78 ID:AL/ApGFQ0<> 9万いかんのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:30.94 ID:0K2xZgoJ0<> サイリウム困惑してるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:31.32 ID:/a0Unfcb0<> コールできるのに新曲ってどういうことや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:31.70 ID:GfMoxRDa0<> ずっと踊ってたら可愛いのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:32.04 ID:LmM4q+zb0<> なんで声援ないの&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:32.04 ID:pHyKUVFz0<> 激推しします絶対王政ですし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:31.96 ID:bfUlyGqv0<> <a href="../test/read.cgi/livemegami/1679217492/96" rel="noopener noreferrer" target="_blank">&gt;&gt;96</a> <br> それは普通にある <br> 1日目すごかったし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:32.19 ID:HllsJDqq0<> day1と2でマジで露骨に格差ありすぎじゃね？&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:32.57 ID:9i+w0ctN0<> ほんとに無料って感じやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:33.21 ID:kOo7ktqt0<> まつりはこんな歌うたっても中身が <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:33.09 ID:B8tNcGO30<> p丸が歌えば似合いそうや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:33.16 ID:VF5wxIC10<> <a href="../test/read.cgi/livemegami/1679217492/82" rel="noopener noreferrer" target="_blank">&gt;&gt;82</a> <br> (  ･&#7620;&#7109;･&#7621; )あ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:33.83 ID:XsSdY9Jx0<> 下山すなー&#128405;&#128166; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:33.64 ID:PCcwpUM10<> <a href="../test/read.cgi/livemegami/1679217492/83" rel="noopener noreferrer" target="_blank">&gt;&gt;83</a> <br> 回るーな歌えばよかっただろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:33.99 ID:t78qUdYV0<> 激推王国建立してください <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:34.94 ID:889Y5rxC0<> 前スレ消化早くて草 <br> やっぱ余なんだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:35.20 ID:SDXRBrrh0<> ライブに特化した新曲ええぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:35.28 ID:rh8vg7Sk0<> <a href="../test/read.cgi/livemegami/1679217492/21" rel="noopener noreferrer" target="_blank">&gt;&gt;21</a> <br> マネちゃんに新曲発表されたはあちゃま&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:35.56 ID:I5R9GnT70<> ぺっさんはぺこらんだむブレイン？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:35.70 ID:bz4O3bvX0<> <a href="../test/read.cgi/livemegami/1679217492/105" rel="noopener noreferrer" target="_blank">&gt;&gt;105</a> <br> 自分で新曲って言ったやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:35.47 ID:vXRUsckN0<> <a href="../test/read.cgi/livemegami/1679217492/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> これだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:36.18 ID:7dqG0t4R0<> <a href="../test/read.cgi/livemegami/1679217492/83" rel="noopener noreferrer" target="_blank">&gt;&gt;83</a> <br> 生演奏なのにカラオケって？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:36.27 ID:tNnWGrze0<> あれ、もしかしてここまで金盾しかいない・・・？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:36.80 ID:edDOfMpe0<> がわだけはいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:36.63 ID:D9YfOOhl0<> 余はまだ聴けたがまつりのはイマイチだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:37.01 ID:qCOCCU+b0<> <a href="../test/read.cgi/livemegami/1679217492/86" rel="noopener noreferrer" target="_blank">&gt;&gt;86</a> <br> ほんと不憫 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:38.06 ID:jprTxkBc0<> 足蹴りかわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:37.80 ID:PG3QXJKi0<> 激推しで下山やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:37.92 ID:keOksbPd0<> 流石にガチアイドルしてただけあるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:39.10 ID:w/+cGO0R0<> え？もしかして10万いかない?W <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:39.64 ID:2ebJj37v0<> <a href="../test/read.cgi/livemegami/1679217492/105" rel="noopener noreferrer" target="_blank">&gt;&gt;105</a> <br> 新曲ってさっき言ってなかったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:39.72 ID:eUNaIk6z0<> キモオタうつすな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:39.98 ID:6I7PB+nI0<> まつりさぁ～ <br>  <br> おまえ次はday1行きな? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:39.83 ID:ftLJwJ9k0<> ライブ衣装めちゃかわいくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:40.88 ID:9cRiLZVH0<> 一味のお目目キラキラで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:40.64 ID:IVHJNMac0<> ノリにくい曲だなこれも <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:40.76 ID:ZsnzEMAV0<> まつりが今日？で枠取ってんのこれか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:41.06 ID:vdRzYp4Z0<> 似たような曲が3曲続いたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:41.45 ID:D/Sw9uPQ0<> ファウナ見せて！タダで！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:41.69 ID:Afxg/0r+0<> 新曲で盛り上がれるのは、ミクファンだけだからな <br> 普通無理やぞ運営理解しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:42.08 ID:f0jLhvdR0<> まつりはHiHiハイテンションが良かったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:41.95 ID:sTI1XZa10<> 新曲連打とかライブ乗りづらいだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:42.06 ID:mO5s2Fcf0<> ひろゆき「全体ライブで新曲やるやつ馬鹿です」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:43.63 ID:BVoBP8/f0<> 真顔やめろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:43.69 ID:kRjl2htC0<> 新曲やめちくりー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:43.96 ID:AFn6CTmU0<> <a href="../test/read.cgi/livemegami/1679217492/86" rel="noopener noreferrer" target="_blank">&gt;&gt;86</a> <br> 声だし決まる前に曲決めたので… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:44.60 ID:KQCkBFuI0<> 余だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:44.87 ID:21l4AqBb0<> 心なしか現地盛り下がってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:44.56 ID:jFoHsqPs0<> シルプレでええやんこんなの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:44.70 ID:XnF7zyAa0<> あくたん！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:45.30 ID:br/uVcmu0<> あのまつりで下山しました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:45.80 ID:6uGE+j4Y0<> 客席やめなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:46.60 ID:IbFoGeUD0<> ライブ向きのなのなのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:46.98 ID:MG4XazrP0<> るぅ子アーニャさんの応援はしてくれないのか&#128557; <br> https://i.imgur.com/2FZ1tSs.jpg <br> https://i.imgur.com/JTIepgD.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:46.99 ID:5V0YPl5u0<> あの・・会場死んだ目してます・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:47.49 ID:yTJhUU+v0<> 余 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:49.14 ID:IIvfU84u0<> みんなどう声出せばいいか困惑してますやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:49.41 ID:+StDYetB0<> 今のところ余っさんすね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:49.58 ID:BMeSibrL0<> まつり嫌いだったけど <br> 中身がおっぱいで可愛いから最近許せてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:49.42 ID:7T/ZE9U20<> &#128528; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:50.24 ID:3975szNJ0<> これもうフェスティバルーナだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:50.40 ID:3vZOeYTc0<> うお～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:50.44 ID:nj9gpg3W0<> ホロスタと親善外交する王国はちょっと… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:50.82 ID:tVT+yXca0<> あくたんです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:51.09 ID:MjEIewA/0<> 絶対忠誠といえば <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:51.14 ID:rpxIoClL0<> 激推しのせいで2000下山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:52.02 ID:D01NGXB00<> なんか祭りちゃんだけ歓声小さくね？ <br> なんでよ。ファンが少ないのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:53.07 ID:J66WW3ve0<> ミラーちゃん早く早くぅ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:53.09 ID:tti70Sfv0<> 真顔やめーやｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:52.92 ID:ALyk1WzB0<> (  ･&#7620;&#7109;･&#7621; )下山してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:53.52 ID:OR93c/wG0<> 客の真顔笑うから映すのやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:53.57 ID:FGlzgrMi0<> <a href="../test/read.cgi/livemegami/1679217492/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> それはそぉう！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:54.15 ID:oo8HNNIs0<> <a href="../test/read.cgi/livemegami/1679217492/96" rel="noopener noreferrer" target="_blank">&gt;&gt;96</a> <br> Day1は尻上がりでスバルで爆発した感じだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:54.69 ID:muKFBrbN0<> <a href="../test/read.cgi/livemegami/1679217492/134" rel="noopener noreferrer" target="_blank">&gt;&gt;134</a> <br> 無言の意思表示 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:55.29 ID:0YtOyeaP0<> 余だ余 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:55.41 ID:E3qPGLAb0<> 激推しがそう言うならそうします！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 18:19:56.21 ID:/NIqd5kR0<> <a href="../test/read.cgi/livemegami/1679217492/86" rel="noopener noreferrer" target="_blank">&gt;&gt;86</a> <br> 去年ワンダラダー使ったからストック無かったとか？ <br> まぁいうてAzkiもスローバラード歌ったし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:56.63 ID:DsjGpsq+0<> いい曲展開だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:57.75 ID:ZKBd71/U0<> <a href="../test/read.cgi/livemegami/1679217492/196" rel="noopener noreferrer" target="_blank">&gt;&gt;196</a> <br> 声優やろがい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:57.53 ID:BW9yokAK0<> <a href="../test/read.cgi/livemegami/1679217492/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> 本来コールなかったから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:57.90 ID:TihkEVkg0<> 変調やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:58.05 ID:2pueo+OW0<> ソロライブ向けの曲&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:57.69 ID:OWQIH1T30<> なのなのら！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:58.25 ID:v/s0HKPC0<> あらかわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:59.75 ID:42PiFdVj0<> <a href="../test/read.cgi/livemegami/1679217492/46" rel="noopener noreferrer" target="_blank">&gt;&gt;46</a> <br> たまにステージからの視点カメラあるやろ <br> あんな感じに見える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:19:59.87 ID:+Ux7EIWK0<> まつりと次歌う奴でMCして無料終わりかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:20:00.46 ID:zxC/QPsh0<> ホロメン全員の新曲把握してんのなんて会場の一握りもいねえよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:20:01.18 ID:IMn7XBMk0<> 明らかにナナホシで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:20:01.33 ID:HVEWtoT80<> いまのとこまつりって叫んでやれよまつりす <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:20:01.75 ID:1ak4FXcz0<> <a href="../test/read.cgi/livemegami/1679217492/190" rel="noopener noreferrer" target="_blank">&gt;&gt;190</a> <br> Day2のJPは金盾しかいないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 18:20:03.55 ID:D/38EuKl0<> 下山すなー！&#128405; <>
