名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/06(日) 21:20:05.37 ID:9p395Q460<> 13万って <>ぺこーらお前がナンバーワンだ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:35.18 ID:SV2PGxyN0<> うなうなうなうなうなー！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:35.22 ID:AlTTk02F0<> <a href="../test/read.cgi/livemegami/1667737205/60" rel="noopener noreferrer" target="_blank">&gt;&gt;60</a> <br> オワコンFGO＞ホロライブだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:36.44 ID:J8CzTZa10<> 悟空とベジータ最強のフュージョン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:36.86 ID:YyUVVwbx0<> そろそろ星5どりゃあしたいんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:37.28 ID:B92tL2hB0<> 110連で2万円ぐらいか <br> まだ騒ぐ数でもないよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:37.41 ID:ZTr3Yk0y0<> そりゃこんな配信控えてたら運動会の練習なんて馬鹿らしいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:37.90 ID:5COAEb7/0<> 数字を実況するだけのスレ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:38.18 ID:be+C0xk80<> つうかぺこら大爆死じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:38.21 ID:Swpa6h3F0<> 何気に星5鯖一切出てないのFGOガチャの糞さよく表してるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:39.61 ID:7OUFw9fB0<> サロメ、完全に逝きましたwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:39.57 ID:yjVGT3wu0<> <a href="../test/read.cgi/livemegami/1667737205/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> お前はぺっさんから目を逸らすなよ&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:40.04 ID:y7GaQXFc0<> <a href="../test/read.cgi/livemegami/1667737205/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> サロメ超されて婆さん壊れちゃったじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:40.90 ID:i9qR2Fzu0<> おいおい、13万どころか <br> まだまだ登山してるんやが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:43.15 ID:1wGOJxuT0<> 因みにこよりはなん連で出たの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:43.49 ID:uQNL5UuC0<> <a href="../test/read.cgi/livemegami/1667737205/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> FGOに負けたイベントのことはもういいんで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:43.76 ID:F/bVuqs80<> <a href="../test/read.cgi/livemegami/1667737205/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> 衣装は18万くらい出てた気がする <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:43.95 ID:GTuwjw8t0<> <a href="../test/read.cgi/livemegami/1667737205/69" rel="noopener noreferrer" target="_blank">&gt;&gt;69</a> <br> ひん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:44.38 ID:foNG5HpL0<> <a href="../test/read.cgi/livemegami/1667737205/101" rel="noopener noreferrer" target="_blank">&gt;&gt;101</a> <br> 天井つい最近までなかったからなこれで <br> エグいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:44.67 ID:PDs3JGHn0<> 13万人集めたらそりゃ案件いっぱいもらえるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:46.16 ID:dSoydd5W0<> ソロでも卒業でもホロのが上とかにじさんじって今まで何してきたん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:46.45 ID:A8/Ab+BI0<> <a href="../test/read.cgi/livemegami/1667737205/114" rel="noopener noreferrer" target="_blank">&gt;&gt;114</a> <br> 流石にこれは無理か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:46.63 ID:iKFGF5iq0<> 昔の　vtuberだったら１３万なんて当たり前の数字だったのに <br>  <br> いつからお前らって　１３万人ごときで喜ぶようになっちゃったんだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:47.72 ID:GuckVq1y0<> まいじつがどういう記事を書くか予想してみるべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:49.10 ID:JWCRxjDI0<> <a href="../test/read.cgi/livemegami/1667737205/95" rel="noopener noreferrer" target="_blank">&gt;&gt;95</a> <br> 知ってるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:50.86 ID:1JTZWLaY0<> 13万人が見る沼 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:50.96 ID:kQmzE+jR0<> すまん、モルガンって何？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:51.59 ID:EJfgTdf60<> しかし出ねーな <br> まあ無料の範囲だからどうでもいいんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:51.68 ID:0OIzMEW10<> みこちゃんは同接13万のゲーム配信できそう？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:53.77 ID:qJIHEZwh0<> ぺこら <br>  <br>  <br>  <br>  <br> 最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:55.15 ID:2wNP96530<> お前らはサロメ叩くけどさぁ <br> サロメは普段V見ない界隈で突然超話題になって芸能人とかタレントとか声優がSNSで反応しまくったりニュースサイトがこぞって記事上げたりしたんだが？？？？？？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:55.62 ID:1Y+9rYN90<> なんでこんな数字出てんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:56.27 ID:FrKMxxJZ0<> <a href="../test/read.cgi/livemegami/1667737205/101" rel="noopener noreferrer" target="_blank">&gt;&gt;101</a> <br> 無料でこんなにガチャが引けちまうんだ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:56.23 ID:WmSrcRWg0<> <a href="../test/read.cgi/livemegami/1667737205/101" rel="noopener noreferrer" target="_blank">&gt;&gt;101</a> <br> ☆5出るの1%だからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:57.08 ID:qOqfXE9F0<> FGOは日本で一番人気あるんだろ <br> なら数字出て当然 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:57.52 ID:1AFSslXn0<> もうホロライブってさ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ぺこらだけでいいよねｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:21:58.30 ID:sUDi10gB0<> <a href="../test/read.cgi/livemegami/1667737205/91" rel="noopener noreferrer" target="_blank">&gt;&gt;91</a> <br> どこがアホなの？ <br> どうせ説明できないよねw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:58.53 ID:N9QLt4+d0<> みこち感想枠は15万出るぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:21:59.82 ID:8xVFqpFU0<> これからえにからムクるぞ～ <br> 数字で超えちゃったからありとあらゆる手段使うぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:00.39 ID:PyXgor8C0<> <a href="../test/read.cgi/livemegami/1667737205/108" rel="noopener noreferrer" target="_blank">&gt;&gt;108</a> <br> ジュンの領域にいっちまったのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:01.53 ID:O2mUXBEW0<> 3dライブいらねえだろこれwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:01.95 ID:szhh4ZWS0<> https://pbs.twimg.com/media/FgZnV3gaMAAgIvA.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:02.05 ID:gDCZ/dOB0<> ぺこらマジで金ネジキやってほしい <br> 真の王になれる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:03.03 ID:EJlFIYJ50<> <a href="../test/read.cgi/livemegami/1667737205/114" rel="noopener noreferrer" target="_blank">&gt;&gt;114</a> <br> まずいぺこらと3年間がぺこらに否定される <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:03.23 ID:htA4SAng0<> <a href="../test/read.cgi/livemegami/1667737205/81" rel="noopener noreferrer" target="_blank">&gt;&gt;81</a> <br> 単純にユーザ数多いんやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:03.03 ID:rhCNxnjb0<> まだ伸びるぞ… <br> https://i.imgur.com/zBzo7WA.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:03.97 ID:tTRF5zdR0<> 13万 <br>  <br> あの運動会 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:05.47 ID:k5YHCK7A0<> 13万の味こんなうまいのか・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:07.08 ID:ONxb83en0<> <a href="../test/read.cgi/livemegami/1667737205/74" rel="noopener noreferrer" target="_blank">&gt;&gt;74</a> <br> 今は耐久する気ならほぼ毎ターン全体に無敵の上位互換貼るからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:08.38 ID:B6ul4EV10<> <a href="../test/read.cgi/livemegami/1667737205/135" rel="noopener noreferrer" target="_blank">&gt;&gt;135</a> <br> ホロアンらしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:08.42 ID:uKenbvQZ0<> サロメお前船から降りろ <br> 落ち目になってからぺこらにすり寄ってきて恥ずかしくないんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:09.45 ID:yhML8Yl50<> <a href="../test/read.cgi/livemegami/1667737205/74" rel="noopener noreferrer" target="_blank">&gt;&gt;74</a> <br> 局所的運用ならまぁ <br> 固定500ダメ与えられるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:10.35 ID:JU1sC8UC0<> <a href="../test/read.cgi/livemegami/1667737205/74" rel="noopener noreferrer" target="_blank">&gt;&gt;74</a> <br> 今でもたまーに使う <br> 凸る必要もないしまあ当たりではあるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:10.61 ID:1JcH8Pk30<> <a href="../test/read.cgi/livemegami/1667737205/97" rel="noopener noreferrer" target="_blank">&gt;&gt;97</a> <br> んー8万ちょい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:11.75 ID:Ddfvb02Z0<> どんどん更新していく <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:13.10 ID:S1ADUecs0<> ガチャが一番人が集まってくるって <br> 日本人という生き物もソシャゲという界隈もvtuberという界隈も何もかもくだらないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:13.52 ID:yAHdrzFM0<> <a href="../test/read.cgi/livemegami/1667737205/72" rel="noopener noreferrer" target="_blank">&gt;&gt;72</a> <br> サロメサロメ言ってるけど、ホロの大抵の記録も全部蹂躙したからな。ただのソシャゲのガチャの配信で <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:14.12 ID:IVBfGT8R0<> 1300000000000000000 <br>  <br>  <br> どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:14.62 ID:bBtkEZC90<> 13万人がガチャ配信見てるとか考えると異常だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:15.85 ID:Txrf6J7A0<> 引きは大爆死だな <br> まあ礼装はいいのひけてるからまだいいけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:16.45 ID:6WAx6VzC0<> ぺっさんサロメ超えしたご褒美にモルガン2枚抜きしても怒らんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:17.19 ID:7JJcXBm20<> 誰が見てんの？めちゃくちゃつまんねーけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:17.56 ID:dnM5YREv0<> <a href="../test/read.cgi/livemegami/1667737205/151" rel="noopener noreferrer" target="_blank">&gt;&gt;151</a> <br> ガチャで13万はおかしい <br> 不誠実な数字 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:18.23 ID:xjz5FAfe0<> この前からマリン16.7万すいせい14.7万ぺこら13万みこ9.4万とか景気良過ぎるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:19.55 ID:odZFzF1V0<> ガチャゴミすぎて草 <br> こんなもんに注目しまくるジャップ終わってるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:20.39 ID:1AFSslXn0<> <a href="../test/read.cgi/livemegami/1667737205/165" rel="noopener noreferrer" target="_blank">&gt;&gt;165</a> <br> もうホロライブってさ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ぺこらだけでいいよねｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:20.54 ID:vNyHSJpe0<> 婆さん煽るのはともかくサロメ煽るのは違くねーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/06(日) 21:22:22.26 ID:mjVyPFvm0<> てかピックアップがこれだけ出ないってネガキャンになってない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:23.61 ID:larzAqp+0<> <a href="../test/read.cgi/livemegami/1667737205/108" rel="noopener noreferrer" target="_blank">&gt;&gt;108</a> <br> この加藤って人21年で引退したの? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:23.78 ID:B92tL2hB0<> <a href="../test/read.cgi/livemegami/1667737205/166" rel="noopener noreferrer" target="_blank">&gt;&gt;166</a> <br> 別にサロメ2号作ればよくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:26.23 ID:qOqfXE9F0<> 無料でこんなに引けるってまじ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:28.72 ID:1Y+9rYN90<> 来年から運動会なんてしないでガチャ引くべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:29.10 ID:JWCRxjDI0<> <a href="../test/read.cgi/livemegami/1667737205/150" rel="noopener noreferrer" target="_blank">&gt;&gt;150</a> <br> 加藤純一 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:28.91 ID:+CQCo+FD0<> <a href="../test/read.cgi/livemegami/1667737205/108" rel="noopener noreferrer" target="_blank">&gt;&gt;108</a> <br> 加藤って今年の最大どんなもんなん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:22:29.89 ID:J0Nmitot0<> マジで出ねえんだな <br> こんなのに課金してるやついるんかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:29.77 ID:ouEGFbhB0<> 嫌儲にじは案件配信はデバフだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:22:30.85 ID:sUDi10gB0<> すまん <br>  <br>  <br>  <br>  <br>  <br> ガチャが強いだけで <br> ホロライブは衰退してるぞ <>
