名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/29(火) 21:18:55.14 ID:8WUE78S10<> えっちすぎる <>6期のエロライブ王 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:25.41 ID:9wSAgjtj0<> パンツパンツ言ってるやつはニコニ立体で公式モデル好きなだけ覗けるから見てこいよ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:25.90 ID:Px6+nMFj0<> もっとキャラ活かせよ <br> 十八番をなりきって歌うのはカラオケだけにしとけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:27.22 ID:AueJYEQO0<> すげえソロで10万いくのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:27.33 ID:cvdB9HLu0<> ここまで最初の1曲以外全部知らないんだけどお前らも一緒だよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:30.15 ID:7yM5kieu0<> 青姦！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:30.21 ID:dqQJeQTJ0<> <a href="../test/read.cgi/livemegami/1669724335/80" rel="noopener noreferrer" target="_blank">&gt;&gt;80</a> <br> じゃあ得意なの歌えよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:31.10 ID:Ayjf/YX60<> もうゲストありのがよくないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:31.84 ID:QmHsE5Kw0<> 歌止めてバラエティで行こうぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:31.75 ID:TJo+rqJM0<> マスク付けてる方が好きだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:32.13 ID:CIPMFtbv0<> 1番再生数が多い場所側転になります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:33.84 ID:bLt0xGHS0<> 上手い風に歌うな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:34.52 ID:3nh5wbrv0<> 青姦！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:34.56 ID:PeOENv1V0<> エロライブ止まるんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:34.67 ID:Fpn601NP0<> 普段の数字はホロックス最弱争いなのにライブだと強いのは歌うまそうイメージが強いからなのか3Dガワが強いからなのか <br> ほんま恵まれとんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:34.45 ID:v7mImqAc0<> ソロ10万って誰がいるん？ <br> スバルくらい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:35.47 ID:D8UvxBPI0<> <a href="../test/read.cgi/livemegami/1669724335/51" rel="noopener noreferrer" target="_blank">&gt;&gt;51</a> <br> いっつもこれ言うやつ居るけどマジでセンスないなって思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:36.30 ID:6KIncJkk0<> 声の抜けが悪いなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:37.98 ID:xOKt+ioM0<> 下山すなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:38.08 ID:5h4HjEKr0<> ちなみにこの時間のこより <br> https://i.imgur.com/tnc0NBp.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:38.00 ID:TBeuplEX0<> おい！ずっと側転しろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:39.91 ID:1Eq7acqT0<> https://i.imgur.com/6wT1JCK.gif <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:41.22 ID:0hSi74sS0<> こよりおばはんには無理な売り方だな…w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:41.77 ID:1RyC7lVD0<> 声量酷過ぎんか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:42.57 ID:Bp+/P7k80<> ホロ3D特有の近いカメラワークでの処理落ち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:42.67 ID:ZVQC1cK80<> <a href="../test/read.cgi/livemegami/1669724335/79" rel="noopener noreferrer" target="_blank">&gt;&gt;79</a> <br> 女はほんまエロの強さを理解しとらんやつが多いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:43.62 ID:rVEmtSMc0<> 歌下山はいつも通り <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:44.84 ID:dadERBqh0<> 歴代でソロライブ10万達成者はあくたんのみです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:45.25 ID:yYrOJGkh0<> loading画面のほうが需要ある女 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:46.53 ID:ly09oqGm0<> パンツ見せながら歌え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:46.38 ID:QEvapPvl0<> 東京事変って皆丸の内サディスティック歌うよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:46.37 ID:F3FHv11l0<> こよりってさかまたのこと謎にライバル視してる節あるから悔しがってそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:46.75 ID:D01Ga3v30<> 腹筋から始めようぜ <br> 俺もやるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:47.38 ID:jurzGrOy0<> 側転のときはガン見してたけど <br>  <br> 生歌パートになるとスレにくる俺を許してほしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:47.80 ID:1mTdESvj0<> 1時間側転耐久やれば20万いったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:47.61 ID:TlVO8kF70<> <a href="../test/read.cgi/livemegami/1669724335/78" rel="noopener noreferrer" target="_blank">&gt;&gt;78</a> <br> 単推しだけどちょっと羨ましいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:48.64 ID:VN6hfyec0<> エロガキ下山すな&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:50.26 ID:YWFl7HTv0<> <a href="../test/read.cgi/livemegami/1669724335/112" rel="noopener noreferrer" target="_blank">&gt;&gt;112</a> <br> 選曲がね <br> キャッチーではない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:51.14 ID:ekERNa3P0<> 10万の壁は厚い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:51.06 ID:asBrggn60<> しゃかまたカワボで歌って&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:51.83 ID:yPHOhwV60<> もう羽生やして飛ぼうぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:52.72 ID:YZnzZjNN0<> <a href="../test/read.cgi/livemegami/1669724335/156" rel="noopener noreferrer" target="_blank">&gt;&gt;156</a> <br> 【雪民】を刺激するな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:53.24 ID:SBurLnu30<> さかまたその歌い方、需要ないよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:53.55 ID:pp9PYDl+0<> ソロでこれなら上場やね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:53.66 ID:B52o8VbD0<> <a href="../test/read.cgi/livemegami/1669724335/124" rel="noopener noreferrer" target="_blank">&gt;&gt;124</a> <br> 周年のライブで本気出さなくていつ出すの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:53.34 ID:E2OEgPHk0<> 5分毎 <br> 山田51822→63794→67012→73494 <br> ルイ69526→79677→86817→93789 <br> こよ61005→70310→76125→79783 <br> クロ78574→88856→93787→97436 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:54.53 ID:UOwwd/K00<> なにこの10万前でウロウロ <br> もどかしいんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:55.15 ID:sun9xDLF0<> えるまたの方が歌は上手いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:56.41 ID:+kZ078j30<> <a href="../test/read.cgi/livemegami/1669724335/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> 「魂」が無いだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:56.50 ID:ESa2N8a20<> これは結構いいと思うんだが酷くね&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:57.48 ID:y/x/fPRQ0<> エロ茶番！速く持ってきて！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:57.79 ID:N+7ojBZq0<> 歌デバフやめろぉぉぉ～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:20:58.28 ID:zxxxMq3q0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 質すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:58.98 ID:mcnnd6AX0<> <a href="../test/read.cgi/livemegami/1669724335/179" rel="noopener noreferrer" target="_blank">&gt;&gt;179</a> <br> あ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:20:58.83 ID:hGvNSVW40<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:00.77 ID:hcOgACDm0<> クロヱまじでシコパッピすぎる&#128563; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:00.88 ID:Ha4cBq+30<> 丸の内サディスティック崇められてるよな <br> 椎名林檎あんま聞いたことないけどやっぱレジェンドなのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:01.93 ID:1JBrLR5B0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 自由だなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:03.15 ID:6UWBRPGb0<> 結婚しよ&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:04.80 ID:SPyi/brz0<> エロ売りって紙一重ではある <br> 一定まではいくけどそれ以上は評価されない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:05.29 ID:xm1EU/fR0<> 歌で下山マジで草 <br> エロ需要しか無いのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:06.39 ID:O7ePnjj60<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:10.42 ID:AN6heZ7m0<> <a href="../test/read.cgi/livemegami/1669724335/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 確かに... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:10.08 ID:tjoFNj5j0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> なんJブチ壊れたから勝ちだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:11.19 ID:bWLTNixs0<> <a href="../test/read.cgi/livemegami/1669724335/154" rel="noopener noreferrer" target="_blank">&gt;&gt;154</a> <br> ここにしゃかまたが並ぶのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:10.85 ID:JDQzizaR0<> 沙花叉のエロライブは誰かがやってるから自分も、じゃ無い勇気のエロをやったから認める <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:10.98 ID:rx6md6J80<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> なんJブチ壊れたから勝ちだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:11.23 ID:mNckJfNK0<> <a href="../test/read.cgi/livemegami/1669724335/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 3Dお披露目じゃないソロライブで10万超えたのはVtuber全体でもあくあだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:11.67 ID:4HqKSU+H0<> <a href="../test/read.cgi/livemegami/1669724335/145" rel="noopener noreferrer" target="_blank">&gt;&gt;145</a> <br> かなたと平民と一緒だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:12.73 ID:rVEmtSMc0<> <a href="../test/read.cgi/livemegami/1669724335/197" rel="noopener noreferrer" target="_blank">&gt;&gt;197</a> <br> シャチが飛ぶわけないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:13.42 ID:zxxxMq3q0<> これ日本語？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:13.81 ID:CHsgnMtb0<> 歌うと登山がピタっと止まるのが正直よね <br> 需要ないんだから音程が高いアイドルソング歌っとけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:13.56 ID:qoEFroCi0<> 後ちょっと側転してたらソロで10万行くのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:15.22 ID:l1sDzlwc0<> 歌で下山するのやめなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:16.32 ID:E2OEgPHk0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:16.22 ID:eUTluT790<> てかお前ら6期バカにしてたけど <br> 6期のライブ全体的に数字強くね？ <br> 山田でさえ全体で考えるとそんな弱い数字じゃないし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:16.91 ID:2hvqhxZz0<> 【速報】20分時点97,583、4%増、ルイ93,626 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:17.94 ID:jqvOvihG0<> <a href="../test/read.cgi/livemegami/1669724335/187" rel="noopener noreferrer" target="_blank">&gt;&gt;187</a> <br> それ以外知らなそうじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:18.20 ID:v/noL/PE0<> ずっと一人で変な動きしてるだけで10万いけるだろクロヱ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:18.89 ID:qwRnYsEs0<> 歌で下山てエロしか求められてないって事？ふーんエッチじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:20.39 ID:Jt71M6wg0<> ソロ10万の偉業達成してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:20.58 ID:CzCkY2fi0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:21.18 ID:+FaXtDZ60<> 歌で下山してるのは仕方ない <br> 選曲が知らない曲のオンパレードでゴミすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:21.08 ID:2pUMgxZ/0<> パセリ神を崇めろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:21.96 ID:FXc2joqc0<> カワイイ曲もっと増やして&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:21.70 ID:a0ShN0tv0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:22.55 ID:FLZCRaYu0<> 歌勢じゃないやつはネタ歌に振り切った方が同接出るぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:22.81 ID:4n7eD5lk0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:23.65 ID:IG7WVSMB0<> これある意味面白いライブだよな <br> 茶番で登山して歌で下山は本当に珍しい <br> これマリンやすいせいでは絶対再現出来ないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:26.82 ID:USOaYQ030<> 声と音程が行方不明になるのやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:27.79 ID:ETqPuhKW0<> <a href="../test/read.cgi/livemegami/1669724335/156" rel="noopener noreferrer" target="_blank">&gt;&gt;156</a> <br> ざっこおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:27.86 ID:Oouc1zWX0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> くそ笑ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:28.52 ID:yX/LBCNM0<> しゃかまた～ちゅきして&#128525; <>
